Entry,uniref50id,EC number,Taxonomic lineage (SUPERKINGDOM),EMBL_CDS_id
Q02048,UniRef50_O40619,3.6.4.12,Viruses,CAA52520.1
Q5M8Y2,UniRef50_Q969M7,2.3.2.32,Eukaryota,AAH87785.1
A8G3L5,UniRef50_A2BPY1,2.7.2.8,Bacteria,ABV50196.1
P65693,UniRef50_O34529,2.7.1.11,Bacteria,CAD09562.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP48203.1
Q12972,UniRef50_Q12972,3.1.4.-,Eukaryota,EAX07731.1
Q30R53,UniRef50_Q30R53,6.3.5.-,Bacteria,ABB44528.1
Q14GM4,UniRef50_A5EXD6,2.3.1.274,Bacteria,CAL09388.1
Q32539,UniRef50_Q6ENB0,7.1.1.-,Eukaryota,BAE47642.1
B3GXZ2,UniRef50_Q65VI3,2.1.2.-,Bacteria,ACE61815.1
B5RQF8,UniRef50_O51761,2.5.1.75,Bacteria,ACH95042.1
Q8PB52,UniRef50_Q9PB98,3.1.26.3,Bacteria,AAM40571.1
Q3J3N4,UniRef50_Q3J3N4,3.5.1.44,Bacteria,ABA78600.1
Q493F0,UniRef50_Q8XD03,2.7.2.3,Bacteria,AAZ40892.1
P0ABB8,UniRef50_P0ABB9,7.2.2.14,Bacteria,AAC77199.1
Q1MA20,UniRef50_Q8UBM1,2.1.1.170,Bacteria,CAK10220.1
Q4P7A4,UniRef50_Q4P7A4,2.1.-.-,Eukaryota,KIS67962.1
A9IZD0,UniRef50_Q98ES7,2.1.2.3; 3.5.4.10,Bacteria,CAK02522.1
P00480,UniRef50_P00480,2.1.3.3,Eukaryota,AAB31859.1
C4KGW9,UniRef50_Q971S5,2.3.3.14,Archaea,ACR41833.1
B5XKQ6,UniRef50_Q9A0I1,6.1.1.20,Bacteria,ACI60918.1
P27253,UniRef50_O86028,5.4.99.2,Bacteria,CAA47311.1
P52788,UniRef50_P52788,2.5.1.22,Eukaryota,BAG36567.1
Q5RJZ1,UniRef50_Q0VGM9,3.6.4.12,Eukaryota,AAH86436.1
Q6HEG3,UniRef50_B5YJD3,2.1.1.14,Bacteria,AAT60692.1
Q5ZS09,UniRef50_Q5ZS09,6.1.1.20,Bacteria,AAU28768.1
Q9AP35,UniRef50_Q9AP35,2.3.1.178,Bacteria,AAK12083.1
P47371,UniRef50_P47371,3.1.3.-,Bacteria,AAC71343.1
Q2YWC8,UniRef50_Q7A3C4,3.-.-.-,Bacteria,CAI82143.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP90659.1
P39693,UniRef50_P21893,3.1.-.-,Bacteria,ADM96891.1
A8FFQ0,UniRef50_O34443,2.4.2.7,Bacteria,ABV63067.1
Q814P5,UniRef50_Q814P5,5.3.2.-,Bacteria,AAP12240.1
C5CP21,UniRef50_Q0I1H8,2.8.1.8,Bacteria,ACS21485.1
Q9CYK1,UniRef50_Q9CYK1,6.1.1.2,Eukaryota,BAC31342.1
Q93FD2,UniRef50_Q93FD2,2.7.11.-; 2.7.4.-,Bacteria,AAL14784.1
C6E6M9,UniRef50_Q7NMP5,6.3.3.1,Bacteria,ACT17870.1
Q64611,UniRef50_Q80WP8,4.1.1.29; 4.1.1.11,Eukaryota,CAA63868.1
Q8K9N0,UniRef50_O34529,2.7.1.11,Bacteria,AAM67850.1
Q4ZZW2,UniRef50_Q9HTQ2,5.1.1.1,Bacteria,AAY35310.1
P31992,UniRef50_C4ZWN2,5.3.2.-,Bacteria,AAC74543.1
P40735,UniRef50_Q035B2,7.-.-.-,Bacteria,AAA22219.1
Q9ZUU1,UniRef50_Q9ZUU1,2.7.4.3,Eukaryota,AAL06980.1
Q3B426,UniRef50_A1BG31,4.3.2.1,Bacteria,ABB23905.1
C3LI05,UniRef50_O25836,3.5.1.49,Bacteria,ACP14530.1
P0C0M8,UniRef50_O34328,2.7.4.8,Bacteria,AAO60570.1
Q4J8M3,UniRef50_Q9UWW2,6.1.1.10,Archaea,AAY80857.1
Q5E889,UniRef50_Q9S0Q8,2.7.7.6,Bacteria,AAW84757.1
Q4PH43,UniRef50_Q4PH43,2.4.2.28,Eukaryota,KIS72152.1
Q8ZMA4,UniRef50_Q8ZMA4,2.3.1.40; 6.2.1.20,Bacteria,AAL21886.1
Q21XQ9,UniRef50_Q21XQ9,2.5.1.61,Bacteria,ABD69444.1
Q03ER2,UniRef50_O32053,2.4.2.29,Bacteria,ABJ68310.1
Q9S745,UniRef50_Q9S745,2.3.1.-,Eukaryota,ABZ02842.1
Q9JVH3,UniRef50_Q9K0H2,4.3.2.10; 3.5.1.2,Bacteria,CAM08078.1
B9KRT8,UniRef50_Q3J2X6,2.5.1.75,Bacteria,ACM00880.1
Q9R118,UniRef50_Q92743,3.4.21.-,Eukaryota,AAD52682.1
Q03030,UniRef50_Q8XGX8,7.2.4.2,Bacteria,AAA02973.1
A1R030,UniRef50_O51545,6.1.1.16,Bacteria,AAX17922.1
Q93Y01,UniRef50_Q9ZSB5,3.4.19.12,Eukaryota,AAQ56806.1
Q6CHE9,UniRef50_Q6CHE9,2.1.1.-,Eukaryota,CAG83839.1
A8GUM4,UniRef50_A8F079,5.4.99.12,Bacteria,ABV78520.1
B2V184,UniRef50_B2TL86,4.1.2.4,Bacteria,ACD52720.1
B9L2B5,UniRef50_B1I2E4,2.7.7.3,Bacteria,ACM05333.1
Q24MK9,UniRef50_Q7V9I0,6.3.4.2,Bacteria,BAE86733.1
O00571,UniRef50_O00571,3.6.4.13,Eukaryota,EAW59404.1
Q9KFD3,UniRef50_Q6I4E9,2.3.1.234,Bacteria,BAB04267.1
B4RG38,UniRef50_A1UQX6,2.1.3.15,Bacteria,ACG77162.1
B1JSA8,UniRef50_Q9KTW4,3.1.11.6,Bacteria,ACA67599.1
B1KSN2,UniRef50_Q9CEN7,2.7.7.6,Bacteria,ACA54678.1
P36120,UniRef50_P36120,3.6.4.13,Eukaryota,DAA09179.1
Q8BRH4,UniRef50_Q8NEZ4,2.1.1.354,Eukaryota,BAC36867.1
F4JNY0,UniRef50_F4JNY0,4.2.99.18,Eukaryota,AEE86606.1
B0U5G3,UniRef50_Q3BV11,5.3.1.23,Bacteria,ACA12981.1
O95477,UniRef50_O95477,7.6.2.1,Eukaryota,AAD49854.1
B0UD11,UniRef50_Q89L02,3.1.3.5,Bacteria,ACA20832.1
B4S5Q4,UniRef50_Q8KGA4,2.3.1.234,Bacteria,ACF47101.1
Q21D94,UniRef50_Q9PD79,2.7.7.4,Bacteria,ABD85642.1
A4W8B7,UniRef50_Q8D2A1,2.8.1.6,Bacteria,ABP59947.1
Q662Z1,UniRef50_O51053,2.4.99.17,Bacteria,AAU06880.1
Q03AC0,UniRef50_O06491,6.3.5.7,Bacteria,ABJ69852.1
Q15735,UniRef50_Q96GF1,3.1.3.56,Eukaryota,BAC86611.1
Q7M8N8,UniRef50_Q7VHX2,2.4.2.29,Bacteria,CAE10567.1
P34960,UniRef50_P39900,3.4.24.65,Eukaryota,BAE33072.1
P41676,UniRef50_P41676,2.7.11.1,Viruses,AAA66753.1
C4LC66,UniRef50_P39149,2.4.2.9,Bacteria,ACQ92545.1
C1KVM0,UniRef50_C0SP93,2.1.3.15,Bacteria,CAS05345.1
B1XW11,UniRef50_A4SZM1,6.1.1.18,Bacteria,ACB44538.1
Q9UWN5,UniRef50_Q5JHG3,5.3.1.1,Archaea,ADP76960.1
P0CC52,UniRef50_P0CC32,7.1.1.-,Eukaryota,BAF64992.1
P33993,UniRef50_P33993,3.6.4.12,Eukaryota,EAL23855.1
O35744,UniRef50_O35744,3.2.1.52,Eukaryota,AAH61154.1
P11037,UniRef50_P11037,3.1.-.-,Viruses,BAA03032.1
A0PKZ7,UniRef50_B2HFA4,4.1.99.22,Bacteria,ABL03016.1
Q48M05,UniRef50_O31269,2.8.1.7,Bacteria,AAZ37309.1
B3H252,UniRef50_P80244,3.4.21.92,Bacteria,ACE61982.1
B8I492,UniRef50_Q7NMP5,6.3.3.1,Bacteria,ACL76525.1
Q9LZX6,UniRef50_Q9LZX6,4.3.3.7,Eukaryota,CAB82692.1
Q04BY6,UniRef50_Q1GBI9,3.6.3.-,Bacteria,ABJ58036.1
Q5DZC0,UniRef50_Q9KRB5,2.7.7.27,Bacteria,AAW87876.1
Q2KWB0,UniRef50_Q2KWB0,2.1.1.107; 1.3.1.76; 4.99.1.4,Bacteria,CAJ48459.1
A6LPD9,UniRef50_Q0TM79,6.3.5.5,Bacteria,ABR32219.1
Q8CNR4,UniRef50_Q8CNR4,5.2.1.8,Bacteria,AAO05120.1
W5U2K2,UniRef50_W5U2K2,2.1.1.99,Eukaryota,AHH33092.1
Q5BDV3,UniRef50_Q5BDV3,3.2.1.55,Eukaryota,ABF50847.1
P23026,UniRef50_P00598,3.1.1.4,Eukaryota,ACD36029.1
Q8N3T1,UniRef50_Q8N3T1,2.4.1.41,Eukaryota,EAW64266.1
A6QNQ6,UniRef50_Q99708,3.1.-.-,Eukaryota,AAI48954.1
B2JS24,UniRef50_B2JS24,3.2.2.-,Bacteria,ACC72401.1
P80108,UniRef50_P80108,3.1.4.50,Eukaryota,CAC14844.1
Q9VUY9,UniRef50_Q9VUY9,5.4.2.2,Eukaryota,AAG44901.1
O75038,UniRef50_O75038,3.1.4.11,Eukaryota,AAH19679.1
P11245,UniRef50_P11245,2.3.1.5,Eukaryota,CAG28559.1
Q2RBE3,UniRef50_Q9LVL5,2.7.11.1,Eukaryota,BAT12397.1
Q9M8R7,UniRef50_Q9M8R7,3.1.3.16,Eukaryota,BAB84698.1
P32143,UniRef50_P32143,2.7.1.184,Bacteria,AAD13445.2
Q947C4,UniRef50_Q38710,4.2.3.32; 5.5.1.12,Eukaryota,AAS89668.1
O22682,UniRef50_O22682,2.5.1.144,Eukaryota,AAM20425.1
Q65SH2,UniRef50_P43851,6.3.2.6,Bacteria,AAU38088.1
Q8XAB0,UniRef50_Q8ZN58,3.1.11.6,Bacteria,BAB36794.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAR94977.1
P0A963,UniRef50_P0A963,3.5.1.1,Bacteria,AAG56754.1
Q6XKY3,UniRef50_Q4WSF6,2.7.11.24,Eukaryota,AAP48614.1
Q9A5K8,UniRef50_Q9A5K8,3.1.-.-,Bacteria,AAK24410.1
Q74IR8,UniRef50_Q831V1,2.7.4.22,Bacteria,AAS09266.1
Q07800,UniRef50_Q07800,3.1.3.-,Eukaryota,CAA97454.1
Q9C8I6,UniRef50_Q9C8I6,2.7.11.-,Eukaryota,ACN59246.1
Q09769,UniRef50_Q09769,3.4.21.53,Eukaryota,CAA91071.1
Q7D3U0,UniRef50_Q7D3U0,3.1.1.81,Bacteria,AAD43990.1
Q09FQ7,UniRef50_Q95695,7.1.1.-,Eukaryota,ABI49918.1
Q5A6B6,UniRef50_Q5A6B6,3.1.3.16,Eukaryota,AOW29246.1
Q1GTH6,UniRef50_Q2G6V6,2.1.1.45,Bacteria,ABF53046.1
P13016,UniRef50_P13016,3.5.1.28,Bacteria,BAB96679.1
Q9Z2I8,UniRef50_Q96I99-2,6.2.1.4,Eukaryota,AAH43312.1
Q9ZTP5,UniRef50_Q9ZTP5,5.1.3.1,Eukaryota,ABF94188.1
A7H026,UniRef50_P56461,2.1.2.9,Bacteria,EAU01041.1
Q826E8,UniRef50_A1SDW8,4.1.1.11,Bacteria,BAC74956.1
Q0I8C9,UniRef50_Q8GMR7,6.1.1.11,Bacteria,ABI45435.1
A4Y3Y0,UniRef50_A4Y3Y0,2.1.1.174,Bacteria,ABP74663.1
P24893,UniRef50_P24893,7.1.1.9,Eukaryota,AAO16304.1
A0RHI1,UniRef50_P32732,5.4.99.25,Bacteria,ABK86674.1
Q07412,UniRef50_Q7KQM0,5.3.1.1,Eukaryota,AAA18799.1
Q6HC08,UniRef50_A8FGU0,5.3.1.9,Bacteria,AAT63174.1
B5FPZ6,UniRef50_Q9CPH1,2.1.1.189,Bacteria,ACH74450.1
A5F520,UniRef50_P44431,2.1.1.72,Bacteria,ACP10724.1
B7JH21,UniRef50_B7GHS8,2.7.7.72,Bacteria,ACK90853.1
Q99PE8,UniRef50_Q9H222,7.6.2.-,Eukaryota,AAG53097.1
Q9C037,UniRef50_Q9C037,2.3.2.27,Eukaryota,EAL23864.1
A6KX92,UniRef50_Q8A4B1,3.5.2.7,Bacteria,ABR38056.1
B3CUJ5,UniRef50_A5CFP2,6.3.4.19,Bacteria,BAG41042.1
Q6XT02,UniRef50_P03431,2.7.7.48,Viruses,AAO46560.1
Q47RR3,UniRef50_O69969,5.1.1.7,Bacteria,AAZ54854.1
Q9FZ22,UniRef50_Q9FZ22,2.3.1.15,Eukaryota,AAL31892.1
Q8L733,UniRef50_Q8L733,2.1.-.-,Eukaryota,AEE83099.1
Q89XT8,UniRef50_Q89XT8,2.1.1.297,Bacteria,BAC45484.1
Q057U7,UniRef50_Q057U7,2.7.1.39,Bacteria,ABJ90602.1
Q128S1,UniRef50_Q13Z67,2.1.1.190,Bacteria,ABE44971.1
Q8M894,UniRef50_P03889,7.1.1.2,Eukaryota,BAB92032.1
O82741,UniRef50_Q66WT5,4.99.1.10,Eukaryota,AAM64476.1
B4TNV9,UniRef50_Q88CF3,5.1.1.7,Bacteria,ACF89897.1
B7L492,UniRef50_P00929,4.2.1.20,Bacteria,CAU97275.1
Q57821,UniRef50_Q57821,3.1.-.-; 3.6.4.-,Archaea,AAB98365.1
Q94F47,UniRef50_P46595,2.3.2.23,Eukaryota,AAM11574.1
Q6L1H9,UniRef50_Q6L1H9,3.6.1.66,Archaea,AAT43173.1
A8G909,UniRef50_Q9KU78,5.4.99.25,Bacteria,ABV39599.1
Q28198,UniRef50_P00750,3.4.21.68,Eukaryota,CAA59795.1
Q6D820,UniRef50_Q6D820,6.3.4.20,Bacteria,CAG74065.1
Q5L3R8,UniRef50_P27142,2.7.4.3,Bacteria,BAD74412.1
B4SU50,UniRef50_Q8X9Y8,2.4.1.227,Bacteria,ACF62198.1
Q8R6G5,UniRef50_Q9KA65,2.7.4.22,Bacteria,AAL93737.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP89294.1
Q14GZ5,UniRef50_Q8EBN8,2.1.2.1,Bacteria,CAL09257.1
Q9SIQ7,UniRef50_Q9SIQ7,2.7.11.1,Eukaryota,AAM15433.1
B6I3W9,UniRef50_P50002,7.1.2.2,Bacteria,BAG79546.1
A3MWV7,UniRef50_Q8ZYW7,2.5.1.61,Archaea,ABO09124.1
P40320,UniRef50_P40320,2.5.1.6,Eukaryota,AAN10505.1
Q09363,UniRef50_Q09363,2.4.1.135,Eukaryota,CAA87436.1
A6LFP0,UniRef50_A6LFP0,6.1.1.10,Bacteria,ABR44504.1
Q8DR34,UniRef50_Q8DR34,2.7.1.197,Bacteria,AAK99160.1
A6QHC1,UniRef50_Q4L6S8,2.1.1.-,Bacteria,BAF67753.1
Q9S745,UniRef50_Q9S745,2.3.1.-,Eukaryota,ABZ02898.1
Q93V58,UniRef50_Q93V58,2.7.11.1,Eukaryota,AEE78008.1
B2VI46,UniRef50_Q3IDL2,3.1.26.3,Bacteria,CAO96038.1
P08003,UniRef50_P13667,5.3.4.1,Eukaryota,AAI41079.1
Q8R4G6,UniRef50_Q09328,2.4.1.155,Eukaryota,BAC26946.1
Q04902,UniRef50_Q08992,4.2.1.130,Eukaryota,CAA90840.1
Q5FPX2,UniRef50_Q5FPX2,2.1.2.9,Bacteria,AAW61574.1
O64518,UniRef50_O64517,3.4.22.-,Eukaryota,AEE36231.1
P0AED9,UniRef50_P0AEE0,2.1.1.37,Bacteria,AAC75027.1
A4VXS1,UniRef50_Q48661,3.5.1.88,Bacteria,ABP90910.1
Q05209,UniRef50_Q05209,3.1.3.48,Eukaryota,AAB30047.2
O28513,UniRef50_O28513,4.2.1.33,Archaea,AAB89489.1
C0QAP3,UniRef50_Q2RK34,5.1.1.7,Bacteria,ACN16826.1
Q733B9,UniRef50_Q81JG8,2.5.1.75,Bacteria,AAS42646.1
A8AL30,UniRef50_Q8FBE0,5.3.1.14,Bacteria,ABV14193.1
B2S0U9,UniRef50_Q8EBN8,2.1.2.1,Bacteria,AAX17105.1
Q1ACD7,UniRef50_Q9C035,2.3.2.27,Eukaryota,ABC33739.1
Q3J1L8,UniRef50_A1B0F4,5.2.1.8,Bacteria,ABA79316.1
C5CL95,UniRef50_Q4KEW9,5.4.99.62,Bacteria,ACS21246.1
Q1Q803,UniRef50_Q0VM71,5.3.1.16,Bacteria,ABE76200.1
Q8VZJ2,UniRef50_Q8VZJ2,3.2.1.39,Eukaryota,AAN28806.1
P29029,UniRef50_P29029,3.2.1.14,Eukaryota,AAA34539.1
Q2GWJ7,UniRef50_Q9P737,3.1.-.-,Eukaryota,EAQ86404.1
A3N0L8,UniRef50_P44246,2.1.1.61; 1.5.-.-,Bacteria,ABN73954.1
B1YAJ8,UniRef50_A1RRJ5,2.7.4.25,Archaea,ACB40647.1
D4ANC3,UniRef50_Q12567,3.4.23.18,Eukaryota,EFE35684.1
Q7VZQ3,UniRef50_Q7WCU1,7.1.1.-,Bacteria,CAE41146.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAR93859.1
B0V5P2,UniRef50_Q7VBM8,6.1.1.3,Bacteria,CAM87978.1
B6I8D6,UniRef50_Q8EDX5,3.5.4.13,Bacteria,BAG77863.1
Q8TCT9,UniRef50_Q8TCT9,3.4.23.-,Eukaryota,EAW76438.1
Q42556,UniRef50_P19456,7.1.2.1,Eukaryota,AAF27113.1
Q7VX99,UniRef50_Q7VX99,3.6.1.54,Bacteria,CAE42187.1
Q2FWK7,UniRef50_Q49Z08,4.2.1.9,Bacteria,ABD31319.1
A7ZH92,UniRef50_Q5E2Y4,2.7.1.39,Bacteria,ABV19834.1
Q1RHI5,UniRef50_Q9ZDY4,2.3.1.61,Bacteria,ABE05179.1
A0LQY9,UniRef50_A0QQZ8,2.4.1.250,Bacteria,ABK51849.1
Q9LVJ3,UniRef50_Q9SYH1,2.7.6.5,Eukaryota,BAB02337.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP89450.1
Q8XCU1,UniRef50_Q6D2E1,3.6.1.54,Bacteria,AAG54881.1
B2RQR8,UniRef50_P0DPD6-2,3.4.24.71,Eukaryota,AAI38053.1
A6LDQ1,UniRef50_A6LDQ1,2.1.1.177,Bacteria,ABR43815.1
A5IG02,UniRef50_Q6MHI0,2.7.1.33,Bacteria,ABQ56302.1
B0BP82,UniRef50_B8CJP8,2.7.7.60,Bacteria,ABY69367.1
Q9Z1X2,UniRef50_Q9Z1X2,2.7.8.29,Eukaryota,AAH09013.1
P51182,UniRef50_P51181,2.7.1.40,Bacteria,BAA06725.1
A9A875,UniRef50_Q58020,5.4.3.8,Archaea,ABX01548.1
O76240,UniRef50_P50244,4.1.1.50,Eukaryota,AAC33263.1
Q5HME5,UniRef50_P63479,5.1.1.1,Bacteria,AAW55046.1
Q96FL9,UniRef50_Q96FL9,2.4.1.41,Eukaryota,BAB14227.1
P96630,UniRef50_P96630,3.4.-.-,Bacteria,CAB12288.1
B2FKL1,UniRef50_B2FKL1,4.1.1.48,Bacteria,CAQ47694.1
A5U292,UniRef50_A0QWT1,2.7.7.6,Bacteria,ABQ73142.1
P09606,UniRef50_P09606,6.3.1.2; 2.3.1.225,Eukaryota,AAC42038.1
Q9UKQ2,UniRef50_Q9UKQ2,3.4.24.-,Eukaryota,AAI36479.1
Q65LE8,UniRef50_A8FBW1,2.7.2.8,Bacteria,AAU22770.1
Q6EWH2,UniRef50_P06241,2.7.10.2,Eukaryota,AAX47959.1
P0C8Y0,UniRef50_Q9C5M3,5.4.99.38,Eukaryota,AEE36184.1
P10797,UniRef50_P10795,4.1.1.39,Eukaryota,AAL32536.1
P57167,UniRef50_Q8EKF2,4.1.99.12,Bacteria,BAB12782.1
A9IMW1,UniRef50_Q2YQS6,3.1.-.-,Bacteria,CAK00724.1
Q9SSP5,UniRef50_Q9S7B5,4.2.3.1,Eukaryota,AAN72162.1
Q8BFS6,UniRef50_Q8BFS6,3.1.3.16,Eukaryota,BAC30908.1
P00533,UniRef50_P00533,2.7.10.1,Eukaryota,AAA63171.1
A5N1C9,UniRef50_A6LQY8,6.3.2.4,Bacteria,EDK34925.1
A6U9T4,UniRef50_Q6G3V6,5.3.1.6,Bacteria,ABR60414.1
B6ELP3,UniRef50_Q7N8L0,2.7.7.4,Bacteria,CAQ78106.1
Q9R3D1,UniRef50_P08308,2.1.3.3,Bacteria,CAA11629.1
Q7V4A7,UniRef50_Q7V4A7,3.1.2.28,Bacteria,CAE22229.1
Q9AGA6,UniRef50_P54716,3.2.1.122,Bacteria,AAK01457.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAR95289.1
P0C1Q0,UniRef50_Q7A2M4,2.3.2.16,Bacteria,AAD23961.1
Q5HAF8,UniRef50_Q92J71,2.7.4.22,Bacteria,CAI27256.1
P07311,UniRef50_P07311,3.6.1.7,Eukaryota,BAG35037.1
P16379,UniRef50_P03523,2.7.7.48; 2.1.1.56; 2.7.7.88; 2.1.1.296,Viruses,AAA48442.1
A0K543,UniRef50_Q39J02,2.1.3.2,Bacteria,ABK07620.1
A1VDL1,UniRef50_O66496,2.5.1.55,Bacteria,ABM28527.1
A1AZL6,UniRef50_Q4FMX6,6.1.1.7,Bacteria,ABL68710.1
Q9JVI4,UniRef50_Q9K0I1,2.7.11.33; 2.7.4.28,Bacteria,CAM08067.1
B9IRY0,UniRef50_P45864,3.-.-.-,Bacteria,ACM15588.1
Q9Y5L3,UniRef50_Q9Y5L3,3.6.1.-,Eukaryota,AAB81013.1
O95803,UniRef50_O95803,2.8.2.8; 3.-.-.-; 2.8.2.-,Eukaryota,AAY41001.1
P14743,UniRef50_P14743,2.3.1.97,Eukaryota,DAA09514.1
Q02207,UniRef50_Q02207,4.2.1.119; 1.1.1.n12,Eukaryota,CAA82079.1
A7FGR6,UniRef50_A4XV14,7.1.1.-,Bacteria,ABS46819.1
Q2J821,UniRef50_A8LCW4,6.1.1.7,Bacteria,ABD12571.1
P24158,UniRef50_P24158,3.4.21.76,Eukaryota,AAD21524.1
A5UM10,UniRef50_Q6M183,3.5.4.39,Archaea,ABQ87238.1
B5EJ84,UniRef50_B7J3C1,2.1.2.9,Bacteria,ACH82283.1
B7MMD7,UniRef50_Q8XCV0,3.1.-.-,Bacteria,CAR04466.1
A5VA34,UniRef50_O87405,3.5.1.2,Bacteria,ABQ69150.1
O80983,UniRef50_O80983,3.4.24.-,Eukaryota,BAD94171.1
B7J4D8,UniRef50_B0RRB8,2.7.7.8,Bacteria,ACK77914.1
P11217,UniRef50_P06737,2.4.1.1,Eukaryota,CAA26834.1
B7M3P3,UniRef50_Q8FKC6,3.1.4.14,Bacteria,CAQ97276.1
Q606F3,UniRef50_Q0VPI1,4.2.1.33,Bacteria,AAU91967.1
P52839,UniRef50_P52839,2.8.2.-,Eukaryota,AEC05746.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAR92598.1
G5EFV5,UniRef50_G5EFV5,2.7.11.22; 2.7.11.23,Eukaryota,AAD38186.1
Q68G58,UniRef50_Q9UBZ4,3.1.-.-; 4.2.99.18,Eukaryota,BAC38077.1
Q11068,UniRef50_Q11068,2.4.1.101,Eukaryota,AAD03022.1
Q8LRK8,UniRef50_Q8LRK8,3.5.1.98,Eukaryota,BAB10370.1
F6AA62,UniRef50_Q4KGQ4,3.4.21.107,Bacteria,AEF23201.1
B1KU20,UniRef50_A7FUZ6,4.1.99.22,Bacteria,ACA55913.1
Q635G3,UniRef50_Q6HE47,6.3.3.3,Bacteria,AAU16395.1
Q4IMZ7,UniRef50_Q4IMZ7,2.3.1.225,Eukaryota,ESU06724.1
P13319,UniRef50_P13319,3.1.26.4,Viruses,AAD42554.1
B7KTR5,UniRef50_Q89K31,6.3.5.-,Bacteria,ACK84125.1
A6L011,UniRef50_A6L011,2.7.1.71,Bacteria,ABR39025.1
Q92I35,UniRef50_Q2GDQ6,6.1.1.4,Bacteria,AAL03123.1
B5R384,UniRef50_B7VMA4,2.8.1.1,Bacteria,CAR34925.1
P26302,UniRef50_P26302,2.7.1.19,Eukaryota,CAA41020.1
Q7N0L2,UniRef50_Q8EG20,5.2.1.8,Bacteria,CAE16242.1
A4TBF2,UniRef50_Q6NGC5,2.7.8.13,Bacteria,ABP45462.1
Q5KXV3,UniRef50_P17731,2.6.1.9,Bacteria,BAD76483.1
Q73U05,UniRef50_A0QNM1,2.1.1.-,Bacteria,AAS06113.1
P70011,UniRef50_P22887,2.7.4.6,Eukaryota,CAA66476.1
A4QCW5,UniRef50_Q8NRQ2,2.7.1.33,Bacteria,BAF54062.1
P0A1F3,UniRef50_Q88CF3,5.1.1.7,Bacteria,AAO70878.1
O31435,UniRef50_O31435,2.7.11.1,Bacteria,CAB11997.1
A2C4C0,UniRef50_P59880,5.4.99.25,Bacteria,ABM76330.1
Q66GH8,UniRef50_Q8ZKW4,6.3.1.1,Bacteria,CAH19243.1
P43093,UniRef50_P0CY29,3.4.23.24,Eukaryota,EEQ46658.1
P03923,UniRef50_P03923,7.1.1.2,Eukaryota,AAP90256.1
Q049I6,UniRef50_Q5FJ02,2.5.1.75,Bacteria,ABJ58886.1
Q96FL9,UniRef50_Q96FL9,2.4.1.41,Eukaryota,CAA70505.4
Q5WG03,UniRef50_P31080,3.4.21.88,Bacteria,BAD64702.1
Q9H5U6,UniRef50_Q9H5U6,2.1.1.-,Eukaryota,BAB15524.1
Q8RHM2,UniRef50_Q8RHM2,2.7.6.1,Bacteria,AAL94082.1
A5UFF7,UniRef50_P43851,6.3.2.6,Bacteria,ABQ99512.1
Q8VEE0,UniRef50_Q96AT9,5.1.3.1,Eukaryota,BAC40175.1
Q5M0C5,UniRef50_Q74JX6,6.1.1.5,Bacteria,AAV62334.1
Q64689,UniRef50_Q64689,2.4.99.-,Eukaryota,AAH75645.1
P10091,UniRef50_Q85A69,7.3.2.3,Eukaryota,CAA28079.1
A3PAR3,UniRef50_Q8YPR1,2.7.2.3,Bacteria,ABO16838.1
Q0IQJ7,UniRef50_Q2RBB1,3.2.1.78,Eukaryota,BAH95489.1
B0JTU1,UniRef50_A8YER2,5.3.2.5,Bacteria,BAG01129.1
A5F0U5,UniRef50_Q9KL20,2.1.1.189,Bacteria,ACP11785.1
Q2YSB0,UniRef50_Q6GJB7,3.1.2.-; 3.5.1.-; 3.5.1.124,Bacteria,CAI80190.1
A1ABZ5,UniRef50_Q8EDL5,3.4.24.-,Bacteria,ABJ01185.1
Q0S2I1,UniRef50_Q8NR05,6.3.5.-,Bacteria,ABG98255.1
B1YCV9,UniRef50_Q8ZWT5,2.1.1.216,Archaea,ACB39622.1
P43870,UniRef50_P43870,3.1.21.4,Bacteria,AAA61958.1
P07339,UniRef50_P07339,3.4.23.5,Eukaryota,CAG33228.1
Q0SY37,UniRef50_Q8ZKL9,3.5.1.16,Bacteria,ABF06028.1
Q8ZA76,UniRef50_Q6CZK1,3.2.1.196,Bacteria,CAL22522.1
A3PMK8,UniRef50_Q89MP9,6.1.1.23,Bacteria,ABN77574.1
Q57IZ2,UniRef50_P32662,3.1.3.18,Bacteria,AAX67320.1
B9FDE0,UniRef50_B9FDE0,2.7.11.1,Eukaryota,CAE03448.1
Q88YC0,UniRef50_Q88YC0,3.4.14.11,Bacteria,CCC78308.1
P57791,UniRef50_Q9Y256,3.4.22.-,Eukaryota,CAC17013.1
C1AFL6,UniRef50_P40111,2.1.1.148,Bacteria,BAH27045.1
P35956,UniRef50_P35956,3.4.23.-; 2.7.7.49; 2.7.7.7; 3.1.26.4; 3.1.13.2; 3.6.1.23; 2.7.7.-; 3.1.-.-,Viruses,AAB25460.1
