Entry	Entry name	Length	EC number	Cross-reference (Pfam)	Taxonomic lineage (SUPERKINGDOM)
Q7VM27	DXR_HAEDU	396	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
C1AFY6	DXR_MYCBT	413	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q0AEI0	DXR_NITEC	413	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q12QA4	E4PD_SHEDO	342	1.2.1.72	PF02800;PF00044;	Bacteria
Q14G49	DXR_FRAT1	385	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q9I104	DSBD2_PSEAE	587	1.8.1.8	PF11412;PF02683;	Bacteria
C5D9C1	DXR_GEOSW	381	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
B0JWW6	DXR_MICAN	390	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
P0CG22	DR4L1_HUMAN	281	1.1.-.-		Eukaryota
Q8CVH5	DSBD_ECOL6	565	1.8.1.8	PF11412;PF02683;	Bacteria
B2SFW7	DXR_FRATM	385	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
A1JIN7	DSBD_YERE8	578	1.8.1.8	PF11412;PF02683;	Bacteria
B2JIC0	DXR_PARP8	401	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q487R3	DSBD_COLP3	608	1.8.1.8	PF11412;PF02683;	Bacteria
Q9KGU6	DXR_PSEAE	396	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q1CEC8	DSBD_YERPN	595	1.8.1.8	PF11412;PF02683;	Bacteria
Q9KJZ3	DSBD_PSEUK	578	1.8.1.8	PF11412;PF02683;	Bacteria
Q2JM39	DXR_SYNJB	392	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
A9L3U4	ASTD_SHEB9	486	1.2.1.71	PF00171;	Bacteria
A0KST2	ASTD_SHESA	487	1.2.1.71	PF00171;	Bacteria
Q39K00	AZOR6_BURL3	198	1.7.1.17	PF02525;	Bacteria
A9KM25	AZOR_LACP7	198	1.7.1.17	PF02525;	Bacteria
Q2RWR9	BCHB_RHORT	546	1.3.7.7	PF00148;PF08369;	Bacteria
Q8UG34	AZOR_AGRFC	205	1.7.1.17	PF02525;	Bacteria
P0ABD4	BFR_ECOL6	158	1.16.3.1	PF00210;	Bacteria
A5EQ83	BCHN_BRASB	428	1.3.7.7	PF00148;	Bacteria
Q132N2	BCHN_RHOPS	428	1.3.7.7	PF00148;	Bacteria
Q4A7R7	AZOR_MYCH7	201	1.7.1.17	PF02525;	Bacteria
Q9RL17	BVMO1_STRCO	603	1.14.13.-	PF07992;	Bacteria
B3EGV3	BCHL_CHLL2	275	1.3.7.7	PF00142;	Bacteria
Q5HJP2	BUTA_STAAC	258	1.1.1.304		Bacteria
Q8EWL4	AZOR_MYCPE	212	1.7.1.17	PF02525;	Bacteria
A9MXQ2	AZOR_SALPB	201	1.7.1.17	PF02525;	Bacteria
P63463	AZOR_SALTI	201	1.7.1.17	PF02525;	Bacteria
Q88AE9	BETB_PSESM	490	1.2.1.8	PF00171;	Bacteria
H8F1Z2	BFRB_MYCTE	181	1.16.3.1	PF00210;	Bacteria
Q12737	BLRO_ALBVE	572	1.3.3.5	PF07731;PF07732;	Eukaryota
Q9HNE6	BLH_HALSA	345	1.13.11.63	PF15461;	Archaea
O43007	C1TM_SCHPO	972	1.5.1.5; 3.5.4.9; 6.3.4.3	PF01268;PF00763;PF02882;	Eukaryota
Q46373	BPHE_COMTE	186	1.14.12.18	PF00866;	Bacteria
P15150	C11B1_BOVIN	503	1.14.15.4	PF00067;	Eukaryota
A6U4Z2	BETA_STAA2	569	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
Q9F6X5	BCHB_CHLAA	541	1.3.7.7	PF00148;PF08369;	Bacteria
B3PTE0	BETA_RHIE6	549	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
G3GBU6	BEA2_GIBIN	390	1.2.7.-	PF02558;PF08546;	Eukaryota
Q8CMY2	BETA_STAES	572	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
Q9X2M2	BETA_STAXY	560	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
Q96291	BAS1A_ARATH	266	1.11.1.15	PF10417;PF00578;	Eukaryota
A6QK99	BETA_STAAE	569	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
Q9SA85	BBE8_ARATH	527	1.1.1.-	PF08031;PF01565;	Eukaryota
Q9XHH3	CATA2_SOLLC	492	1.11.1.6	PF00199;PF06628;	Eukaryota
O97492	CATA_CANLF	527	1.11.1.6	PF00199;PF06628;	Eukaryota
P55310	CATA_SECCE	492	1.11.1.6	PF00199;PF06628;	Eukaryota
Q55DH8	CATB_DICDI	692	1.11.1.6	PF00199;PF06628;PF18011;	Eukaryota
O48956	C98A1_SORBI	512	1.14.-.-	PF00067;	Eukaryota
Q9LIP5	C71BW_ARATH	500	1.14.-.-	PF00067;	Eukaryota
H6LGM6	CARC_ACEWD	379	1.3.1.108	PF00441;PF02770;PF02771;	Bacteria
Q9LXM3	C71BZ_ARATH	500	1.14.-.-	PF00067;	Eukaryota
B1NF18	C719B_PAPSO	505	1.14.19.67	PF00067;	Eukaryota
A5HZ59	CEO_CLOBH	317	1.5.1.24	PF01262;PF05222;	Bacteria
B1XP49	CHLB_SYNP2	508	1.3.7.7	PF00148;PF08369;	Bacteria
P58048	C71B8_ARATH	506	1.14.-.-	PF00067;	Eukaryota
P26181	CHLL_PINCO	291	1.3.7.7	PF00142;	Eukaryota
P60584	CAIA_ECOLI	380	1.3.8.13	PF00441;PF02770;PF02771;	Bacteria
Q10Y17	CHLB_TRIEI	508	1.3.7.7	PF00148;PF08369;	Bacteria
Q9T4F6	CHLN_NEPOL	431	1.3.7.7	PF00148;	Eukaryota
Q69F95	C85A_PHAVU	466	1.14.-.-	PF00067;	Eukaryota
Q55BU9	C5133_DICDI	492	1.14.-.-	PF00067;	Eukaryota
A0A0A2IJP3	CNSP_PENEN	370	1.14.11.-	PF02668;	Eukaryota
P17054	CRTI_RHOCB	524	1.3.99.28	PF01593;	Bacteria
Q5EFU4	CRD1_HORVU	417	1.14.13.81	PF02915;	Eukaryota
Q99R76	CRTN_STAAM	502	1.3.8.-	PF01593;	Bacteria
B7HMD0	CTAA_BACC7	311	1.3.-.-	PF02628;	Bacteria
Q9SQ69	COR12_PAPSO	321	1.1.1.247	PF00248;	Eukaryota
P21685	CRTI_PANAN	492	1.3.99.31	PF01593;	Bacteria
Q964T2	CP9E2_BLAGE	533	1.14.-.-	PF00067;	Eukaryota
Q02TB1	COQ7_PSEAB	215	1.14.99.60	PF03232;	Bacteria
Q91Z85	CP17A_PERLE	509	1.14.14.19; 1.14.14.32	PF00067;	Eukaryota
P24903	CP2F1_HUMAN	491	1.14.14.1	PF00067;	Eukaryota
Q9V558	CP4P1_DROME	513	1.14.-.-	PF00067;	Eukaryota
Q5PEH7	CYSJ_SALPA	599	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
Q9VG17	CP304_DROME	510	1.14.-.-	PF00067;	Eukaryota
P9WPL1	CP144_MYCTU	434	1.14.-.-	PF00067;	Bacteria
Q9VW43	CP305_DROME	504	1.14.-.-	PF00067;	Eukaryota
Q6LM58	CYSJ_PHOPR	605	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
P33268	CP3A8_MACFA	503	1.14.14.1	PF00067;	Eukaryota
P33616	CP1A1_MACFA	512	1.14.14.1; 4.2.1.152	PF00067;	Eukaryota
P00187	CP1A2_RABIT	516	1.14.14.1; 4.2.1.152	PF00067;	Eukaryota
P20817	CP4AE_RAT	507	1.14.14.80	PF00067;	Eukaryota
A8G9X6	CYSJ_SERP5	599	1.8.1.2	PF00667;PF00258;PF00175;	Bacteria
Q2LA59	CP21A_LYNLY	492	1.14.14.16	PF00067;	Eukaryota
Q9HCS2	CP4FC_HUMAN	524	1.14.14.1	PF00067;	Eukaryota
Q2SY06	DADA_BURTA	428	1.4.99.-	PF01266;	Bacteria
Q3YY96	CYSH_SHISS	244	1.8.4.8	PF01507;	Bacteria
Q8CMX3	CYSH_STAES	243	1.8.4.8	PF01507;	Bacteria
A5IS02	CTAA_STAA9	303	1.3.-.-	PF02628;	Bacteria
Q3SG32	CYSG_THIDA	479	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
Q1I2V6	DADA_PSEE4	434	1.4.99.-	PF01266;	Bacteria
B1IP96	CYSG_ECOLC	457	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
B5Z3C5	CYSH_ECO5E	244	1.8.4.8	PF01507;	Bacteria
B8D9K4	CYSH_BUCA5	244	1.8.4.8	PF01507;	Bacteria
Q0VQ05	CYSG_ALCBS	461	2.1.1.107; 1.3.1.76; 4.99.1.4	PF10414;PF14824;PF00590;	Bacteria
B1M282	CTAA_METRJ	367	1.3.-.-	PF02628;	Bacteria
B7MYR0	CYSH_ECO81	244	1.8.4.8	PF01507;	Bacteria
B8D7V6	CYSH_BUCAT	244	1.8.4.8	PF01507;	Bacteria
A6U7T3	CTAA_SINMW	367	1.3.-.-	PF02628;	Bacteria
B9EB26	CTAA_MACCJ	300	1.3.-.-	PF02628;	Bacteria
A5CF77	CTAA_ORITB	359	1.3.-.-	PF02628;	Bacteria
C5D5A7	CYSH_GEOSW	235	1.8.4.8	PF01507;	Bacteria
P04036	DAPB_ECOLI	273	1.17.1.8	PF05173;PF01113;	Bacteria
Q12QJ4	DAPB_SHEDO	270	1.17.1.8	PF05173;PF01113;	Bacteria
B0KIS3	DAPB_PSEPG	267	1.17.1.8	PF05173;PF01113;	Bacteria
Q73AW1	DAPB_BACC1	266	1.17.1.8	PF05173;PF01113;	Bacteria
B3QKY9	DAPB_CHLP8	249	1.17.1.8	PF05173;PF01113;	Bacteria
Q5NPM9	DAPB_ZYMMO	254	1.17.1.8	PF05173;PF01113;	Bacteria
Q4KIG9	DAPB_PSEF5	268	1.17.1.8	PF05173;PF01113;	Bacteria
P06632	DKGA_CORSC	278	1.1.1.346	PF00248;	Bacteria
Q9UBM7	DHCR7_HUMAN	475	1.3.1.21	PF01222;	Eukaryota
Q92506	DHB8_HUMAN	261	1.1.1.62; 1.1.1.-; 1.1.1.239		Eukaryota
P54533	DLDH2_BACSU	474	1.8.1.4	PF07992;PF02852;	Bacteria
P11959	DLDH1_GEOSE	470	1.8.1.4	PF07992;PF02852;	Bacteria
Q5UYG6	DLDH2_HALMA	472	1.8.1.4	PF07992;PF02852;	Archaea
Q60HG3	DLDH_MACFA	509	1.8.1.4	PF07992;PF02852;	Eukaryota
Q8RQP4	DHE4_COREF	447	1.4.1.4	PF00208;PF02812;	Bacteria
P29051	DHE2_HALSI	435	1.4.1.2	PF00208;PF02812;	Archaea
P05465	DHGA_ACICA	801	1.1.99.35	PF01011;PF13360;	Bacteria
A0A023GS29	DIOX2_RUTGR	369	1.14.11.61; 1.14.11.62	PF03171;PF14226;	Eukaryota
P0CN11	DOHH_CRYNB	361	1.14.99.29		Eukaryota
P0C1D9	DHAS_CORML	344	1.2.1.11	PF01118;PF02774;	Bacteria
Q9FWR4	DHAR1_ARATH	213	2.5.1.18; 1.8.5.1	PF13417;	Eukaryota
P18173	DHGL_DROME	625	1.1.5.9	PF05199;PF00732;	Eukaryota
Q6GFZ8	DHA2_STAAR	372	1.4.1.1	PF01262;PF05222;	Bacteria
P14720	DFRA_PETHY	380	1.1.1.219; 1.1.1.234	PF01370;	Eukaryota
P18172	DHGL_DROPS	625	1.1.5.9	PF05199;PF00732;	Eukaryota
Q2H0C0	DOHH_CHAGB	344	1.14.99.29		Eukaryota
Q4HZ35	DOHH_GIBZE	337	1.14.99.29		Eukaryota
P14775	DHM2_METEA	96	1.1.2.7	PF02315;	Bacteria
Q3ZBV9	DHR11_BOVIN	255	1.1.1.270; 1.1.1.62	PF00106;	Eukaryota
O94671	DHOM_SCHPO	376	1.1.1.3	PF00742;PF03447;	Eukaryota
Q8SPU8	DHRS4_BOVIN	279	1.1.1.184		Eukaryota
F4IY03	DIOX1_ARATH	332	1.14.11.-	PF03171;PF14226;	Eukaryota
Q59771	DHPH_RHOSO	356	1.4.1.20	PF00208;PF02812;	Bacteria
P97014	DHPH_SPOUR	379	1.4.1.20	PF00208;PF02812;	Bacteria
Q39085	DIM_ARATH	561	1.3.1.72	PF01565;	Eukaryota
P31116	DHOM_YEAST	359	1.1.1.3	PF00742;PF03447;	Eukaryota
Q99LB2	DHRS4_MOUSE	279	1.1.1.184		Eukaryota
O94207	EASD_CLAPU	261	1.1.1.332		Eukaryota
Q27713	DRTS_PLABA	587	1.5.1.3; 2.1.1.45	PF00186;PF00303;	Eukaryota
Q27793	DRTS_TRYCR	521	1.5.1.3; 2.1.1.45	PF00186;PF00303;	Eukaryota
Q0VFE7	DRS7B_XENTR	309	1.1.-.-	PF00106;	Eukaryota
P12833	DYR3_SALTM	162	1.5.1.3	PF00186;	Bacteria
O62583	DYR_ENCCU	205	1.5.1.3	PF00186;	Eukaryota
Q1RDJ8	EFEB_ECOUT	423	1.11.1.-	PF04261;	Bacteria
Q32M08	DUS4L_MOUSE	324	1.3.1.-	PF01207;	Eukaryota
Q9VQH2	DUOX_DROME	1537	1.11.1.-; 1.6.3.1	PF03098;PF00036;PF08022;PF01794;PF08030;	Eukaryota
Q8Z5B2	DUSC_SALTI	312	1.3.1.-	PF01207;	Bacteria
Q1E2F4	DUS3_COCIM	724	1.3.1.89	PF01207;	Eukaryota
Q5WFT4	DXR_BACSK	379	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q884G7	DUSA_PSESM	336	1.3.1.-; 1.3.1.91	PF01207;	Bacteria
Q7UC91	DUSC_SHIFL	315	1.3.1.-	PF01207;	Bacteria
P59314	ARGC_BRUSU	310	1.2.1.38	PF01118;	Bacteria
Q67VR7	ANS2_ORYSJ	373	1.14.20.4	PF03171;PF14226;	Eukaryota
Q05431	APX1_ARATH	250	1.11.1.11	PF00141;	Eukaryota
Q8X732	ARGC_ECO57	334	1.2.1.38	PF01118;PF02774;	Bacteria
Q051G7	ARGC_LEPBL	338	1.2.1.38	PF01118;PF02774;	Bacteria
Q6D8V3	APNO_PECAS	285	1.1.1.-	PF07991;PF16896;	Bacteria
A0A2H3CSA7	ARMP2_ARMGA	513	1.-.-.-	PF00067;	Eukaryota
B2UKZ6	ARGC_AKKM8	347	1.2.1.38	PF01118;PF02774;	Bacteria
Q5P7T9	ARGC_AROAE	342	1.2.1.38	PF01118;PF02774;	Bacteria
Q7VBZ8	ARGC_PROMA	359	1.2.1.38	PF01118;PF02774;	Bacteria
G3FLZ7	ARMH1_ARMME	522	1.14.14.-	PF04820;	Eukaryota
B8DU54	ARGC_BIFA0	364	1.2.1.38	PF01118;PF02774;	Bacteria
Q04212	ARA2_YEAST	335	1.1.1.116	PF00248;	Eukaryota
A0A097ZPE8	ANDI_EMEVA	290	1.1.1.-	PF00106;	Eukaryota
Q5QXJ3	AROE_IDILO	279	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
Q46082	ANFD_RUMHU	518	1.18.6.1	PF00148;	Bacteria
A6VFM7	AROE_METM7	280	1.1.1.25	PF18317;PF01488;PF08501;	Archaea
Q2NGK8	AROE_METST	283	1.1.1.25	PF18317;PF01488;PF08501;	Archaea
Q5HFG5	AROE_STAAC	268	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
B1WUG7	AROE_CROS5	288	1.1.1.25	PF18317;PF08501;	Bacteria
P0C0R6	ARNA_SALCH	660	2.1.2.13; 1.1.1.305	PF01370;PF02911;PF00551;	Bacteria
B1LB32	ASPD_THESQ	241	1.4.1.21	PF01958;PF03447;	Bacteria
A2SKR5	AROE_METPP	294	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
B0KK45	ARGC_PSEPG	344	1.2.1.38	PF01118;PF02774;	Bacteria
B5R7P7	AROE_SALG2	272	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
E9EHG1	ARP2_METAQ	267	1.1.-.-		Eukaryota
B5YJ55	AROE_THEYD	275	1.1.1.25	PF18317;PF01488;PF08501;	Bacteria
P08692	ARSC1_ECOLX	141	1.20.4.1	PF03960;	Bacteria
Q0TH84	ASTD_ECOL5	492	1.2.1.71	PF00171;	Bacteria
B4ECZ8	ASTD_BURCJ	487	1.2.1.71	PF00171;	Bacteria
C1FYJ9	ARO1_PARBD	1598	4.2.3.4; 2.5.1.19; 2.7.1.71; 4.2.1.10; 1.1.1.25	PF01761;PF01487;PF00275;PF08501;PF01202;	Eukaryota
Q8Z6G1	ASTD_SALTI	492	1.2.1.71	PF00171;	Bacteria
Q8ZPV0	ASTD_SALTY	492	1.2.1.71	PF00171;	Bacteria
H1ZZA4	AUAG_STIAU	383	1.14.13.222	PF01494;	Bacteria
Q9I5F3	AZOR1_PSEAE	212	1.7.1.17	PF02525;	Bacteria
Q6HAM6	AZOR3_BACHK	208	1.7.1.17	PF02525;	Bacteria
B8E4C0	AZOR_SHEB2	198	1.7.1.17	PF02525;	Bacteria
P0C618	BNZA_PSEPU	450	1.14.12.3; 1.14.12.11	PF00355;PF00848;	Bacteria
P26168	BCHE_RHOCB	575	1.21.98.3	PF02310;PF04055;	Bacteria
A1WXI6	BCHL_HALHL	301	1.3.7.7	PF00142;	Bacteria
B9KK25	BCHB_RHOSK	536	1.3.7.7	PF00148;PF08369;	Bacteria
B3E8C4	AZOR_GEOLS	210	1.7.1.17	PF02525;	Bacteria
Q6N9K2	BCHB_RHOPA	540	1.3.7.7	PF00148;PF08369;	Bacteria
Q5FSL0	AZOR_GLUOX	202	1.7.1.17	PF02525;	Bacteria
P26164	BCHN_RHOCB	424	1.3.7.7	PF00148;	Bacteria
A5UBX3	AZOR_HAEIE	194	1.7.1.17	PF02525;	Bacteria
B2K8U5	BETB_YERPB	490	1.2.1.8	PF00171;	Bacteria
B3PTE1	BETB_RHIE6	487	1.2.1.8	PF00171;	Bacteria
A1UVS4	BETB_BURMS	489	1.2.1.8	PF00171;	Bacteria
Q8D3K3	BETB_VIBVU	486	1.2.1.8	PF00171;	Bacteria
Q9KJE8	BBSG_THAAR	406	1.3.8.3	PF00441;PF02770;PF02771;	Bacteria
Q1RFM3	BETA_ECOUT	562	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
B5BSX1	BAMO_GLYUR	493	1.14.14.152	PF00067;	Eukaryota
O34788	BDHA_BACSU	346	1.1.1.4	PF08240;PF00107;	Bacteria
A9M9H8	BETA_BRUC2	549	1.1.99.1; 1.2.1.8	PF05199;PF00732;	Bacteria
P81138	CAT1_PENJA	696	1.11.1.6	PF00199;	Eukaryota
P21179	CATE_ECOLI	753	1.11.1.6	PF00199;PF06628;PF18011;	Bacteria
Q9AXH0	CATA_AVIMR	492	1.11.1.6	PF00199;PF06628;	Eukaryota
H6LGM8	CARE_ACEWD	396	1.3.1.108	PF01012;PF00766;PF13237;	Bacteria
O65784	C71B5_ARATH	498	1.14.-.-	PF00067;	Eukaryota
Q54SK0	C508B_DICDI	484	1.14.-.-	PF00067;	Eukaryota
A6YGA5	CHLN_PLETE	462	1.3.7.7	PF00148;	Eukaryota
Q7U5I4	CHLN_SYNPX	425	1.3.7.7	PF00148;	Bacteria
A2BVK5	CHLL_PROM5	295	1.3.7.7	PF00142;	Bacteria
A6QFI1	CDR_STAAE	438	1.8.1.14	PF07992;PF02852;	Bacteria
Q6GIB7	CDR_STAAR	438	1.8.1.14	PF07992;PF02852;	Bacteria
Q8MJC8	CMAH_GORGO	600	1.14.18.2	PF00355;	Eukaryota
F2RB80	CMLA_STRVP	532	1.14.99.65	PF18456;PF12706;	Bacteria
P54973	CRTZ_PARSN	162	1.14.15.24	PF04116;	Bacteria
Q5PBP7	CTAA_ANAMM	341	1.3.-.-	PF02628;	Bacteria
Q6GDN5	CRTP_STAAR	497	1.14.99.-	PF01593;	Bacteria
Q2FDU3	CRTP_STAA3	497	1.14.99.-	PF01593;	Bacteria
P27989	DCMB_MOOTH	674	1.2.7.4	PF03063;	Bacteria
B1XBF6	DAPB_ECODH	273	1.17.1.8	PF05173;PF01113;	Bacteria
Q46XD7	DAPB_CUPPJ	265	1.17.1.8	PF05173;PF01113;	Bacteria
A7ZVX9	DAPB_ECOHS	273	1.17.1.8	PF05173;PF01113;	Bacteria
Q5X8U7	DAPB_LEGPA	243	1.17.1.8	PF05173;PF01113;	Bacteria
Q32K66	DAPB_SHIDS	273	1.17.1.8	PF05173;PF01113;	Bacteria
Q6GH12	DAPB_STAAR	240	1.17.1.8	PF05173;PF01113;	Bacteria
A5UCB3	DAPB_HAEIE	270	1.17.1.8	PF05173;PF01113;	Bacteria
Q8FLB4	DAPB_ECOL6	273	1.17.1.8	PF05173;PF01113;	Bacteria
Q9S3W8	DAPB_MASLA	278	1.17.1.8	PF05173;PF01113;	Bacteria
Q8Z9L9	DAPB_SALTI	273	1.17.1.8	PF05173;PF01113;	Bacteria
Q73VY3	DAPB_MYCPA	245	1.17.1.8	PF05173;PF01113;	Bacteria
Q2RJL2	DAPB_MOOTA	267	1.17.1.8	PF05173;PF01113;	Bacteria
C3PMI6	DAPB_RICAE	239	1.17.1.8	PF05173;PF01113;	Bacteria
Q0BIB8	DAPB_BURCM	265	1.17.1.8	PF05173;PF01113;	Bacteria
A4FXV6	DAPB_METM5	270	1.17.1.8	PF05173;PF01113;	Archaea
Q46DC3	DAPB_METBF	263	1.17.1.8	PF05173;PF01113;	Archaea
C3PH06	DAPB_CORA7	248	1.17.1.8	PF05173;PF01113;	Bacteria
Q02FR3	DAPB_PSEAB	268	1.17.1.8	PF05173;PF01113;	Bacteria
C6DF00	DAPB_PECCP	273	1.17.1.8	PF05173;PF01113;	Bacteria
B7IPB0	DAPB_BACC2	266	1.17.1.8	PF05173;PF01113;	Bacteria
C1EN29	DAPB_BACC3	266	1.17.1.8	PF05173;PF01113;	Bacteria
B4SEU9	DAPB_PELPB	248	1.17.1.8	PF05173;PF01113;	Bacteria
P97207	DOXD_ACIAM	184	1.8.5.2	PF04173;	Archaea
B1JVG6	DAPB_BURCC	265	1.17.1.8	PF05173;PF01113;	Bacteria
Q9TQS6	DHDH_MACFA	334	1.3.1.20; 1.1.1.179	PF01408;	Eukaryota
Q9HUY1	DLDH3_PSEAE	467	1.8.1.4	PF07992;PF02852;	Bacteria
Q5MBG2	DHE4_HALSI	417	1.4.1.4	PF00208;PF02812;	Archaea
Q9PJI3	DLDH_CHLMU	465	1.8.1.4	PF07992;PF02852;	Bacteria
P35484	DLDH_ACHLA	336	1.8.1.4	PF07992;	Bacteria
P9WHH9	DLDH_MYCTU	464	1.8.1.4	PF07992;PF02852;	Bacteria
O93934	DHE4_BOTFU	450	1.4.1.4	PF00208;PF02812;	Eukaryota
Q9Z773	DLDH_CHLPN	461	1.8.1.4	PF07992;PF02852;	Bacteria
Q64I01	DHE4_GORGO	558	1.4.1.3	PF00208;PF02812;	Eukaryota
P28270	DHE3_ELEEL	51	1.4.1.3		Eukaryota
P0CL73	DHE3_PYRHO	420	1.4.1.3	PF00208;PF02812;	Archaea
Q09115	DHE3_PYRWO	24	1.4.1.3		Archaea
Q9LEC8	DHEB_NICPL	411	1.4.1.3	PF00208;PF02812;	Eukaryota
Q6GGW9	DHA1_STAAR	372	1.4.1.1	PF01262;PF05222;	Bacteria
W5QJZ5	DIOX4_RUTGR	367	1.14.11.61; 1.14.11.62	PF03171;PF14226;	Eukaryota
Q65WJ9	DLGD_MANSM	332	1.1.1.130	PF02615;	Bacteria
O34653	DES_BACSU	352	1.14.19.-	PF00487;	Bacteria
P16099	DHTM_METME	730	1.5.8.2	PF00724;PF07992;	Bacteria
P45513	DHAT_CITFR	387	1.1.1.202	PF00465;	Bacteria
P0A395	DHLO_AGRT9	358	1.5.1.16; 1.5.1.11	PF02317;	Bacteria
Q2FWX9	DIALD_STAA8	459	1.2.1.-	PF00171;	Bacteria
P00386	DHNO_AGRT7	413	1.5.1.19	PF01210;PF02317;	Bacteria
P16232	DHI1_RAT	288	1.1.1.146	PF00106;	Eukaryota
P29898	DHM2_PARDE	103	1.1.2.7	PF02315;	Bacteria
Q58997	DHOM_METJA	336	1.1.1.3	PF00742;PF03447;	Archaea
P09417	DHPR_HUMAN	244	1.5.1.34	PF00106;	Eukaryota
B4T5H2	E4PD_SALNS	348	1.2.1.72	PF02800;PF00044;	Bacteria
Q6PUF4	DHI1L_CHICK	287	1.1.1.-	PF00106;	Eukaryota
Q0T0X3	E4PD_SHIF8	339	1.2.1.72	PF02800;PF00044;	Bacteria
Q2MF22	DOIAD_STRSD	339	1.1.1.329	PF08240;PF00107;	Bacteria
Q8BMS1	ECHA_MOUSE	763	2.3.1.-; 4.2.1.17; 1.1.1.211	PF00725;PF02737;PF00378;	Eukaryota
Q5GTA4	DXR_WOLTR	389	1.1.1.267	PF08436;PF02670;PF13288;	Bacteria
Q5RJY4	DRS7B_RAT	325	1.1.-.-	PF00106;	Eukaryota
O94206	EASE_CLAPU	483	1.-.-.-	PF08031;PF01565;	Eukaryota
Q566S6	DRS7B_DANRE	309	1.1.-.-	PF00106;	Eukaryota
P22906	DYR_CANAX	192	1.5.1.3	PF00186;	Eukaryota
M1VVW5	EASD_CLAP2	261	1.1.1.332		Eukaryota
O30274	ACDA2_ARCFU	798	1.2.7.4	PF12838;PF03063;	Archaea
Q19341	3HAO_CAEEL	281	1.13.11.6	PF06052;	Eukaryota
A1DB76	3HAO_NEOFI	192	1.13.11.6	PF06052;	Eukaryota
Q3ACM1	ACDH_CARHZ	299	1.2.1.10	PF09290;PF01118;	Bacteria
Q54CX6	3HIDH_DICDI	321	1.1.1.31	PF14833;PF03446;	Eukaryota
P32185	3HIDH_RABIT	35	1.1.1.31	PF03446;	Eukaryota
Q8TRZ4	ACDA1_METAC	806	1.2.7.4	PF03063;	Archaea
P05335	ACOX4_CANMA	709	1.3.3.6	PF01756;PF00441;PF02770;PF14749;	Eukaryota
C1DF11	ACDH4_AZOVD	312	1.2.1.10	PF09290;PF01118;	Bacteria
Q5ZHT1	ACD11_CHICK	777	1.3.8.-	PF00441;PF02770;PF02771;PF01636;	Eukaryota
Q9VSA3	ACADM_DROME	419	1.3.8.7	PF00441;PF02770;PF02771;	Eukaryota
Q5RAS0	ACADS_PONAB	412	1.3.8.1	PF00441;PF02770;PF02771;	Eukaryota
Q2UPC7	ACLH_ASPOR	549	1.14.14.-	PF04820;	Eukaryota
P16219	ACADS_HUMAN	412	1.3.8.1	PF00441;PF02770;PF02771;	Eukaryota
Q9Z8I3	6PGD_CHLPN	479	1.1.1.44	PF00393;PF03446;	Bacteria
Q9ZQP2	ACO12_ARATH	664	1.3.3.6	PF01756;PF02770;PF14749;	Eukaryota
O31404	ACOA_BACSU	333	1.1.1.-	PF00676;	Bacteria
P93236	ABA2_SOLLC	669	1.14.15.21	PF01494;PF00498;	Eukaryota
O02858	ACOD_PIG	334	1.14.19.1	PF00487;	Eukaryota
P0C2X9	AL4A1_RAT	563	1.2.1.88	PF00171;	Eukaryota
Q5XI42	AL3B1_RAT	468	1.2.1.28; 1.2.1.5; 1.2.1.7	PF00171;	Eukaryota
Q00670	ADH_SCACA	254	1.1.1.1	PF00106;	Eukaryota
Q9WYM8	AGLUS_THEMA	507	1.4.1.13	PF13187;PF01645;	Bacteria
L8AXV5	ACRS1_ALTAL	375	1.-.-.-	PF00067;	Eukaryota
Q88NC4	ALGD_PSEPK	438	1.1.1.132	PF00984;PF03720;PF03721;	Bacteria
P22281	ALDHX_YEASX	533	1.2.1.3	PF00171;	Eukaryota
Q2IMQ8	AHPD_ANADE	186	1.11.1.15	PF02627;	Bacteria
