P0CW05	AAM30191.1
Q5P2L4	CAI08450.1
P70873	BAA13595.1
B2A158	ACB84685.1
Q5FPU4	AAW61602.1
B1YB28	ACB40728.1
Q8FT77	BAC18503.1
Q5N665	BAD78202.1
Q7WK83	CAE32750.1
Q13Z15	ABE30674.1
Q5WEG9	BAD65241.1
Q6G6B0	CAG44266.1
Q01YC2	ABJ85343.1
A9M8Z3	ABX61557.1
A5CF31	CAM80894.1
A3N5D1	ABN83777.1
A5G0I2	ABQ31364.1
C1AN96	BAH25775.1
Q06475	CAA37778.1
Q06475	BAA17290.1
P24013	CAA38079.1
P24013	CAB11345.1
P24013	CAB13365.1
Q2JWJ9	ABC98864.1
Q7WT72	BAC77671.1
A4G1T0	CAL60467.1
Q82AL0	BAC73758.1
P54475	BAA12495.1
P54475	CAB14444.1
Q4ULU3	AAY61480.1
Q6GEZ3	CAG41149.1
A8F5X7	ABV33561.1
Q14IS8	CAL08553.1
B1XI94	ABY63662.1
B1XI94	ACB00079.1
O06738	CAA70658.1
O06738	CAB12934.1
Q7A0D2	BAB95869.1
A5UM12	ABQ87240.1
Q9AEL8	CAC33825.1
Q9AEL8	BAB99585.1
Q9AEL8	CAF20533.1
Q9AEL8	BAB64408.1
O27266	AAB85687.1
Q9UWF8	AAF23075.1
Q9UWF8	CAB49796.1
Q9UWF8	CCE70288.1
P95474	CAA70972.1
P95474	BAA32017.1
P95474	AAL80800.1
Q5UZQ7	AAV47246.1
Q04440	AAA22365.1
Q04440	ADC48251.1
A6UR49	ABR54971.1
B0JTF9	BAG04262.1
A0Q380	ABK60442.1
B2UCY7	ACD28222.1
Q2FF45	ABD22036.1
Q5SJ80	AAB00369.1
Q5SJ80	BAD70957.1
Q8XVH7	CAD16561.1
Q46E62	AAZ69830.1
P33517	CAA44514.2
Q57KH7	AAX66785.1
J7QLC0	CAA68613.1
J7QLC0	CCJ61893.1
J7QLC0	CAA32411.1
P43524	BAA09511.1
Q6GFV1	CAG40826.1
Q4LAB1	BAE03414.1
Q58407	AAB99004.1
P40138	CAA11548.1
B4SWV0	ACF63004.1
Q0HPV6	ABI44849.1
Q5HRP1	AAW53521.1
E6RHP9	ADT69481.1
Q1QYZ3	ABE58315.1
A0K5P0	ABK07817.1
Q8FAG5	AAN83734.1
Q6NDI4	CAE25568.1
Q8FVC0	AAN34096.1
Q8FVC0	AEM20372.1
Q32CH9	ABB62976.1
P05675	CAA27240.1
P05675	CAA27241.1
P05675	BAD79127.1
Q74H36	AAR33392.1
Q3JQ00	ABA49682.1
B7NK15	CAR16478.1
B4EJC2	CAR54257.1
P9WP42	AAK46312.1
A3MRF1	ABO04316.1
P9WP39	CCP46273.1
B2UK94	ACD29995.1
A9M7D7	ABX61296.1
B5F429	ACH50005.1
A5FRC5	ABQ17253.1
B0CDH5	ABW26900.1
B1LIM5	ACB18920.1
A0KP36	ABK38235.1
P65672	AAL21815.1
Q72NJ3	AAS71394.1
O59272	BAA30687.1
Q5PEH8	AAV78655.1
B8D9K2	ACL30773.1
B7VI85	CAV17322.1
P0ABK1	AAN42208.1
P0ABK1	AAP16081.1
B6I6E2	BAG78528.1
B6YQ20	BAG83292.1
A9R1C3	ABX87593.1
Q0HYB3	ABI41892.1
Q3KHY6	ABA72620.1
P65673	CAD06041.1
P65673	AAO70393.1
Q8K9D3	AAM67958.1
Q3ZXV3	CAI83063.1
Q9RH76	AAF04320.1
Q9RH76	BAC50337.1
A1US27	ABM44638.1
P67766	BAB94349.1
Q1MIP9	CAK07161.1
Q1IYI1	ABF45703.1
C0Q0F3	ACN47630.1
P14788	AAA22056.1
P14788	ABB57710.1
P14788	AAA73042.2
Q31VS0	ABB67838.1
B7N6Z6	CAR14257.1
A1KL82	CAL72394.1
Q2G350	ABD27723.1
Q7A4Q8	BAB42984.1
A7X424	BAF78766.1
P63889	AAL21813.1
B3CLF8	CAQ54726.1
A7GMW0	ABS21468.1
A8A5H5	ABV07779.1
B9IV11	ACM11922.1
Q8ZEL7	CAL20779.1
Q8ZEL7	AAM85736.1
Q8ZEL7	AAS62165.1
B6ELM6	CAQ78089.1
B7UW11	CAW27220.1
Q97MT8	AAK78088.1
P24808	CAA35788.1
P24808	AAA62676.1
P24808	BAA06960.1
P24808	BAA12424.1
P24808	CAB14531.1
Q3YWQ3	AAZ90059.1
Q6HLD4	AAT59429.1
P37134	CAA44026.1
A5IUM9	ABQ49902.1
P9WPU1	CCP42817.1
B6ENG3	CAQ78304.1
Q97D80	AAK81523.1
P63690	SIU00622.1
Q3AKV7	ABB34775.1
A1WDU6	ABM55803.1
Q04L69	ABJ55453.1
Q5WHF4	BAD64201.1
Q6G1H9	CAF25553.1
B2V184	ACD52720.1
C1CDJ0	ACO18246.1
P99174	BAB43223.1
B1LEI9	ACB16204.1
B5E3L5	ACF55436.1
Q0BE03	ABI87620.1
B2VH50	CAO95712.1
A3N3G9	ABN74955.1
Q7VNC4	AAP95556.1
Q82S90	CAD86374.1
A9NG35	ABX81315.1
Q21WT2	ABD69771.1
A5I237	ABS38596.1
A5I237	CAL83102.1
E2JA28	ADN39482.1
A6QAQ4	BAF72563.1
Q6D8E6	CAG73939.1
B1LQT7	ACB19636.1
Q8PCN7	AAM40003.1
A3MKV8	ABO05250.1
B0U6C5	ACA11687.1
C3L9J6	ACP12700.1
Q0TNQ8	ABG83012.1
Q88Z64	CCC77992.1
B9E115	BAH06190.1
Q8YSK6	BAB74778.1
B4RNN0	ACF30663.1
Q8PG20	AAM38643.1
B5Y277	ACI07583.1
Q470C3	AAZ61260.1
C3LI46	ACP17595.1
Q24V41	BAE84101.1
A5UCY8	ABQ98639.1
Q9ABF3	AAK22262.1
C1C6H0	ACO16702.1
Q28VJ1	ABD53271.1
C4K734	ACQ68377.1
Q0T843	ABF02433.1
Q7VF72	AAP78402.1
A8H6L9	ABV88206.1
B8FUK9	ACL22279.1
Q8YI63	AAL51763.1
B1L9P4	ACB09042.1
Q8XB36	AAG59562.1
Q8XB36	BAB38763.1
A3D7J2	ABN62705.1
B0TAZ6	ABZ85107.1
O83716	AAC65702.1
Q8ZH69	CAL19706.1
Q8ZH69	AAM86690.1
Q8ZH69	AAS62994.1
B4TXR8	ACF90873.1
Q9CH12	AAK05027.1
C5D729	ACS25568.1
Q483R0	AAZ25237.1
Q6NHK6	CAE49651.1
B6JLE8	ACJ07726.1
A8FYQ7	ABV37980.1
A7MGA8	ABU78589.1
P47352	AAC71324.2
Q5M482	AAV60759.1
A8G9H8	ABV39768.1
A9W427	ABY30333.1
P44859	AAC22409.1
Q6CZS0	CAG76978.1
B7J1D2	ACK75195.1
Q8TY71	AAM01649.1
B2G6M8	BAG25110.1
Q47JN0	AAZ44951.1
Q21SV0	ABD71153.1
A4FXV0	ABO35034.1
B7V5G9	CAW30427.1
Q64Z37	BAD47239.1
B0TQ89	ABZ77681.1
C3MBH5	ACP27184.1
A8GS10	ABV76185.1
P44951	AAC22610.1
B3EAR8	ACD96951.1
B5BLC4	CAR58239.1
A1KM16	CAL72679.1
B1MZM9	ACA82981.1
B2RZR0	AAX16716.1
Q7VF06	AAP78470.1
Q2RJD5	ABC19454.1
Q04G13	ABJ56609.1
Q6LLN5	CAG21793.1
Q0BWA2	ABI60900.1
A6Q5J3	BAF70752.1
A4XWV4	ABP85820.1
A9KM99	ABX42853.1
B2U2Q4	ACD08306.1
B2UUI8	ACD48520.1
C1FSC4	ACO86471.1
P56744	BAA21844.1
B1JL35	ACA69892.1
Q5LU57	AAV94497.1
B8GU11	ACL71294.1
Q1JJW6	ABF32857.1
A6L9R8	ABR42432.1
B9K7G9	ACM22902.1
A6TBG5	ABR77936.1
Q2S1W0	ABC44800.1
Q13F22	ABE37317.1
Q98D57	BAB51414.1
A4XNX4	ABP83040.1
A9N8B1	ABX69564.1
B7GY71	ACJ59349.1
Q46L14	AAZ57814.1
A1VGU5	ABM29661.1
B7I5Y5	ACJ42378.1
Q57AW6	AAX75218.1
Q1GPI7	ABF54435.1
Q8DGM2	BAC09846.1
Q3BXU3	CAJ22320.1
A6VQT2	ABR75329.1
C0M9E1	CAW95260.1
B1ICN7	ACA36496.1
Q2FFR2	ABD22916.1
P29680	BAA02148.1
P29680	AAC43095.1
P29680	AAC76971.1
P29680	BAE77322.1
O69969	CAA18330.1
B0VBT2	CAM86034.1
Q2FXA3	ABD31023.1
Q7MSC2	CAE09720.1
C5A430	ACS32992.1
Q8R9S4	AAM24731.1
O69203	AAC13998.1
Q220I2	ABD68571.1
B3DP64	ACD98923.1
Q5M1R9	AAV61765.1
Q253S4	BAE81464.1
A4XPQ6	ABP83322.1
P24171	CAA41014.1
P24171	AAC74611.1
P24171	BAA15228.1
A8A8J3	ABU81245.1
Q3YZ74	AAZ89188.1
C3NGG8	ACP48228.1
A3M7R2	ABO12956.1
Q5V1H7	AAV46625.1
Q3JJK4	ABA51955.1
C4KJ86	ACR42650.1
Q47950	CAB49491.1
Q47950	AAA64796.1
Q47950	CCE69961.1
C5A1K9	ACS34278.1
P95596	AAC45483.1
P0C934	AAQ66318.1
P31026	CAA42048.2
P31026	CAA51376.1
P31026	BAB99472.1
P31026	CAF20415.1
Q823U4	AAP05060.1
P16421	CAA35518.1
B1XD30	ACB01339.1
P0A1F9	CAD08089.1
P0A1F9	AAO71451.1
Q9ZGH4	AAC68680.1
Q8FCR6	AAN82658.1
A2RE45	CAM30120.1
P0A3G2	AAC15838.1
Q8XHQ0	BAB82138.1
Q5HNK2	AAW54654.1
P9WNU5	AAB46393.1
P9WNU5	CCP44393.1
O31219	AAC46292.1
O57753	BAA29095.1
B5FLE5	ACH76180.1
P63978	SIU00177.1
A3E7Z6	ABI93960.1
Q1RKF9	ABE04155.1
P0C1D8	CAA40504.1
P0C1D8	BAB97645.1
P0C1D8	CAF18823.1
Q890L8	AAO37079.1
P0C6Q8	CAA48031.1
P0C6Q8	AAF95767.1
Q6BF16	AAA62044.1
Q6BF16	AAT48198.1
Q6BF16	BAE77601.1
Q4UK40	AAY62095.1
P0A292	CAD08130.1
P0A292	AAO71492.1
A6U039	ABR51807.1
Q9A842	AAK23501.1
P54394	AAB38451.1
P54394	CAB14156.1
P0A392	AAP11078.1
A7GIK6	ABS41654.1
O50105	BAA30503.1
Q98KC4	BAB48890.1
Q2JLU3	ABD02308.1
A5IY71	CAL58980.1
B1VAY1	CAM12104.1
B0R336	CAP13146.1
P00393	CAA23586.1
P00393	AAC74193.1
P00393	BAA35924.1
B0KBN6	ABY95331.1
A7GXS4	EAU00654.1
B8J0Q0	ACL49327.1
A6UVC4	ABR56446.1
B3H275	ACE62005.1
Q9YD18	BAA80079.2
B4U8X0	ACG57581.1
A8A2Q7	ABV06811.1
Q5HDY6	AAW37086.1
Q1C5X9	ABG14143.1
Q9I4L1	AAG04513.1
B8F3A4	ACL31806.1
Q0I3G1	ABI25180.1
Q8DMY0	AAL00827.1
Q2P472	BAE68655.1
Q3SUZ1	ABA03900.1
Q5FLL4	AAV42410.1
A3PCV0	ABO17575.1
Q5ZSQ3	ABG90503.1
Q5ZSQ3	AAU28524.1
Q0AZE2	ABI67912.1
B5ZAB7	ACI27097.1
Q8RHK9	AAL94095.1
A0L0K7	ABK49576.1
A1RLV3	ABM25648.1
P73067	BAA17089.1
Q7MHL0	BAC95623.1
P9WNN5	CCP45280.1
Q2FRT7	ABD42890.1
C6DFH8	ACT14717.1
Q6GDB6	CAG41745.1
Q9KGU7	AAF97240.1
Q9KGU7	AAG07431.1
Q6G5Y6	CAG44391.1
B7UHW9	CAS10722.1
B4THF4	ACF69310.1
Q47KB1	AAZ57111.1
Q12L26	ABE55850.1
Q5V600	AAV45052.1
Q5NN52	AAV89858.1
O31546	BAA24299.1
O31546	CAB12632.1
Q8K9A1	AAM67991.1
Q2RKL8	ABC19021.1
Q1REB2	ABE06302.1
Q0T616	ABF03249.1
Q8EAJ0	AAN56887.1
Q8ZJP5	CAL18737.1
Q8ZJP5	AAM83688.1
Q8ZJP5	AAS60329.1
B8GXC4	ACL95614.1
P0CL75	CAB49465.1
P0CL75	CCE69932.1
Q81B49	AAP10281.1
B7GQ02	ACJ51882.1
B7GQ02	BAJ68386.1
Q59146	BAA04892.1
A3DJK3	ABN54132.1
Q1R8W1	ABE08203.1
B5FP96	ACH73818.1
A3M654	ABO12398.2
B1LJH0	ACB16540.1
A4JF69	ABO54922.1
Q74IX3	AAS09159.1
Q8Y8G1	CAC99021.1
Q8Y8G1	CAC08216.1
Q884C6	AAO55686.1
A2RHI6	CAL96722.1
Q64PY9	BAD50442.1
B3DQ62	ACD97561.1
A4XPL8	ABP83284.1
Q2RHV8	ABC19981.1
Q3JR34	ABA48721.1
Q1ATQ8	ABG05220.1
B5FP17	ACH77473.1
B1MZI4	ACA82936.1
Q5WL78	BAD62877.1
Q7VM27	AAP96036.1
A8Z2G0	ABX29638.1
C1AFY6	BAH27165.1
Q0AEI0	ABI60252.1
Q12QA4	ABE54372.1
Q14G49	CAL09590.1
A6VUG0	ABR70089.1
Q9I104	AAG05866.1
C5D9C1	ACS24007.1
Q7UFW2	CAD78567.1
B0JWW6	BAG04853.1
Q8CVH5	AAN83640.1
Q6GG71	CAG40704.1
B2SFW7	ACD30377.1
B5XIM6	ACI61888.1
B4U592	ACG63103.1
A1JIN7	CAL10478.1
B7JPZ2	ACK89653.1
A6TQP0	ABR48508.1
B2JIC0	ACC70514.1
Q8XJ24	BAB81643.1
O57774	BAA29074.1
A4J2H0	ABO49273.1
Q487R3	AAZ24775.1
A6TFN1	ABR79365.1
P0A6M4	AAB03020.1
P0A6M4	AAD13449.1
P0A6M4	BAE77422.1
Q9KGU6	AAF97241.1
Q9KGU6	AAG07038.1
Q46AI3	AAZ71109.1
Q8FW50	AAN33804.1
Q8FW50	AEM20081.1
B0TZS5	ABZ87837.1
Q1CEC8	ABG19652.1
Q1CEC8	EEO75842.1
A1U339	ABM19408.1
Q2IQ00	ABC80883.1
A5IJJ8	ABQ46371.1
B1I337	ACA59415.1
Q9KJZ3	AAF80267.1
Q1QDA0	ABE74353.1
Q8KB35	AAM73181.1
Q2JM39	ABD02208.1
Q6MA55	CAF24544.1
A6SW68	ABR88446.1
Q032H8	ABJ71894.1
Q9UY33	CAB50579.1
Q9UY33	CCE71143.1
A1K4K1	CAL93756.1
Q24UQ3	BAE84239.1
Q9ZKY3	AAD06375.1
A3PFR1	ABN75177.1
C3K084	CAY50945.1
C4ZZA4	ACR65594.1
Q0TFI8	ABG70291.1
B7VBN3	CAW26208.1
Q93JQ8	CAC43336.1
B9MRS5	ACM60379.1
B4RN46	ACF30210.1
B4U2K7	ACG62224.1
A9L3U4	ABX51038.1
Q9X5V3	AAD26860.1
A1JS35	CAL12509.1
Q5XCT6	AAT86777.1
P63604	CAD08843.1
P63604	AAO70064.1
B5YBQ0	ACI19381.1
C1CQX8	ACO23595.1
Q2RMW1	ABC24534.1
B2T314	ACD15975.1
B1IMQ2	ACA46885.1
Q9ZHE9	AAC97352.1
Q9ZHE9	AAM67660.1
Q6CYJ5	CAG77407.1
Q1J7F9	ABF37615.1
A4XWE6	ABP85662.1
A0KST2	ABK46851.1
A0L2S8	ABK50347.1
Q5JFT4	BAD84451.1
Q9CER8	AAK84017.1
Q9CER8	BAB69469.1
Q9CER8	AAK05864.1
P63679	BAB58265.1
B7JSV5	ACK90121.1
Q02BU1	ABJ81475.1
A9BFX3	ABX31469.1
A1RPQ7	ABM26652.1
P0A301	CAA80327.1
A4IW22	ABO46124.1
Q83G89	AAO44523.1
Q3YT21	AAZ68134.1
B7HFK4	ACK62355.1
P99111	BAB43191.1
A5FLS1	ABQ03853.1
Q5FKY0	AAF22498.1
Q5FKY0	AAV42644.1
A1ALL7	ABK98237.1
B7UMJ7	CAS11590.1
Q9ZK81	AAD06639.1
A8LN39	ABV92183.1
P07893	BAD79975.1
P07893	CAA29364.1
B5XZM4	ACI08175.1
Q4A8W1	AAZ53428.2
A7I177	ABS51274.1
Q2YCA3	ABB73618.1
A0KQX8	ABK37563.1
Q9CKW2	AAK03576.1
A8YUK1	ABX26939.1
Q9JW72	CAM07794.1
Q39K00	ABB07216.1
Q4UK16	AAY62119.1
B8DFV8	ACK39548.1
A9KM25	ABX41368.1
A6VWQ6	ABR70885.1
Q8K9C8	AAM67963.1
Q2RWR9	ABC21426.1
Q3IGS6	CAI86682.1
P26162	CAA77524.1
P26162	ADE84428.1
P26162	AAA26097.1
Q8UG34	AAK87010.2
P0ABD4	AAN82545.1
Q6D3B9	CAG75725.1
A8Z3L8	ABX29134.1
A5EQ83	ABQ38327.1
Q132N2	ABE40957.1
Q8NX38	BAB94925.1
B1YLR4	ACB60397.1
B2V8G9	ACD66242.1
Q4A7R7	AAZ53822.1
A8GGN3	ABV42273.1
Q9RL17	CAB55657.1
B0RMR2	CAP49747.1
B3EGV3	ACD91216.1
Q5HJP2	AAW38754.1
Q8EWL4	BAC43980.1
Q2P8F3	BAE67174.1
B2JKH4	ACC69363.1
A9MXQ2	ABX67025.1
Q8X685	AAG54693.1
Q8X685	BAB33820.1
P63463	CAD01689.1
P63463	AAO69178.1
A9EXH2	CAN94410.1
Q88AE9	AAO53985.1
B6ESC4	CAQ81611.1
Q5H5R1	AAW73709.1
B7M1B8	CAQ98622.1
H8F1Z2	BAL67972.1
B1JZE0	ACA92106.1
Q5HAN0	CAH58382.1
Q5HAN0	CAI27176.1
A1JPQ1	CAL12263.1
Q1QJL1	ABE63586.1
B1YPI7	ACB63964.1
Q9HNE6	AAG20274.1
Q165K9	ABG32334.1
G8XHD8	AEW98884.1
A1T8V0	ABM13600.1
Q21K29	ABD80950.1
Q46373	AAC44527.1
A0JTA3	ABK02273.1
Q0AE72	ABI60360.1
A6U4Z2	ABR53510.1
B8D7I5	ACL30100.1
Q9F6X5	AAG15210.1
Q9F6X5	ABY35762.1
Q0HJP1	ABI38726.1
B3PTE0	ACE90200.1
B7HAZ0	ACK62434.1
A7FVS6	ABS34058.1
Q0KF88	CAJ91333.1
Q8CMY2	AAO05807.1
A6QBZ9	BAF73008.1
A1VN09	ABM37037.1
E0TXE1	ADM38967.1
B2TL73	ACD21960.1
Q9X2M2	AAD23901.1
Q12B44	ABE44248.1
Q32AM6	ABB63629.1
B6ESC7	CAQ81614.1
A6QK99	BAF68781.1
Q12F39	ABE42853.1
Q731I2	AAS43085.1
Q0AE73	ABI60359.1
Q47FE4	AAZ46437.1
C4ZQX3	ACR63259.1
P95487	ABY99786.1
P95487	AAC63581.1
Q1C370	ABG15102.1
Q32I01	ABB61054.1
A4VTQ4	ABP89493.1
C3N8G6	ACP44406.1
Q12KC4	ABE56102.1
D4GQN4	ADE01675.1
D6GRK6	EFE28297.1
B5BG44	CAR58925.1
Q2K396	ABC92690.1
B0KK08	ABZ00772.1
B4TCQ2	ACF67344.1
C1DAG2	ACO75277.1
Q9KXR6	CAB93363.1
B8DTW3	ACL29442.1
B8GEA3	ACL17604.1
Q03HB0	ABJ67412.1
A3PZ65	ABN98192.1
Q98I87	BAB49629.1
C3MQE3	ACP35606.1
A5IS88	ABQ49061.1
C1CL09	ACO21160.1
B5FB77	ACH66494.1
H6LGM6	AFA48354.1
Q3Z5X2	AAZ86840.1
Q63DJ6	AAU18831.1
E6UB41	BAF81109.1
E6UB41	ADU20582.1
B1XB84	ACB04930.1
A5HZ59	ABS38175.1
A5HZ59	CAL82068.1
B1XP49	ACA99642.1
B7LA15	CAV01112.1
B4E8K1	CAR50868.1
Q92YM4	AAK65507.1
P60584	CAA52111.1
P60584	AAC73150.1
P60584	BAB96608.2
Q10Y17	ABG52857.1
Q5JGA9	BAD84644.1
Q5X9R0	AAT87853.1
Q8TJZ6	AAM06985.1
Q3A450	ABA88857.1
Q63PS1	CAH37315.1
Q3ADA6	ABB14613.1
Q72S65	AAS70117.1
O50440	CCP43940.1
O50440	AFN49088.1
O50440	AIR13931.1
O50440	KBJ36430.1
Q6D6I7	CAG74599.1
Q2FMT2	ABD39887.1
A2BN92	ABM81453.1
A5F1A0	ABQ18634.1
A5F1A0	ACP11941.1
O29305	AAB90286.1
C3K1P8	CAY52100.1
Q07SD5	ABJ05149.1
Q4UWU6	AAY48477.1
A5FGN1	ABQ05643.1
Q39UT4	ABB31990.1
P21824	AEG98020.1
P21824	AAA24799.1
P0A9H7	AAA23562.1
P0A9H7	AAC74733.1
P0A9H7	BAA15428.1
O30198	AAB91192.1
B9L8G5	ACM93533.1
B2UUE3	ACD48475.1
C3LHZ4	ACP16467.1
A0PTP3	ABL05712.1
B9JW08	ACM36436.1
B5XYG3	ACI11207.1
A3QEQ0	ABO23948.1
P21921	AAA25800.1
Q4QNL9	AAX87378.1
Q8GHB2	AAN65239.1
Q8YZS8	BAB72337.1
B2TI22	ACD22730.1
B0RPU9	CAP50484.1
A3MR36	ABO03970.1
Q724J2	AAT03019.1
Q1IVF9	ABF39141.1
Q3JEM4	ABA56722.1
Q1R0I9	ABE57769.1
Q65VP4	AAU36966.1
B0RTF7	CAP52746.1
Q0B0N9	ABI67465.1
Q98M51	BAB48262.1
B2S5W1	ACD72558.1
A7FID3	ABS48269.1
B8I385	ACL76228.1
A8LIV9	ABV93073.1
Q889Y6	AAO54153.1
P0AE77	AAG57054.1
P0AE77	BAB36211.1
P97084	AAC79515.1
P97084	AAL19595.1
P63828	AAL19104.1
B7USP8	CAS09544.1
A4J7L9	ABO51072.1
Q165F9	ABG32384.1
A4WSC5	ABP70289.1
Q8EG19	AAN54847.1
Q72MV4	AAS71634.1
O25150	AAD07453.1
Q740M4	AAS03643.1
B6J0W0	ACJ18588.1
Q1GPH5	ABF54447.1
Q8D2I8	BAC24512.1
C0RJ81	ACO00889.1
Q74C82	AAR35169.1
B9LQ33	ACM57471.1
B7V5T6	CAW30544.1
B0U1Z4	ACA11321.1
Q21UD7	ABD70616.1
A5G962	ABQ28330.1
Q3K569	ABA77085.1
Q9UYT0	CAB50332.1
Q9UYT0	CCE70872.1
P0DA44	AAM78955.1
Q030V9	ABJ72263.1
Q2SK36	ABC28988.1
A6Q675	BAF70973.1
C5BLM4	ACR13672.1
Q8ZL48	AAL22584.1
P51038	CAA84274.1
Q1JFZ7	ABF34347.1
Q66GD2	CAH19290.1
Q253I5	BAE81553.1
P56156	AAD07842.1
Q0A6A7	ABI57630.1
A5VP40	ABQ60100.1
A5CX55	BAF61470.1
A9MKG0	ABX22179.1
Q9ZN37	AAD05606.1
P17054	CAA36533.1
P17054	CAA77540.1
P17054	AAA50313.1
P17054	ADE84444.1
B7M4U5	CAQ97467.1
Q99R76	BAB58723.1
Q5PBD0	AAV86399.1
Q89WR7	BAC45876.1
Q2GJB4	ABD43831.1
Q81PL4	AAP26623.1
Q81PL4	AAT31905.1
Q81PL4	AAT54909.1
B7HMD0	ACJ79577.1
Q92IF1	AAL03007.1
Q310M2	ABB38624.1
P0AE84	AAG59105.1
P0AE84	BAB38260.1
Q9KII6	AAF82074.1
Q9KII6	AAS04437.1
Q9PDA6	AAF84282.1
P21685	BAA14127.1
Q99SH6	BAB58243.1
P9WP68	AAK46542.1
Q02TB1	ABJ15616.1
Q92I67	AAL03091.1
C9REF5	ACX71957.1
E3GCF1	ADO50122.1
Q5N3T7	BAD79033.1
P33518	BAA01466.1
P33518	AAG19154.1
Q6NG98	CAE50154.1
Q54518	AAC44959.1
Q54518	CAB05935.1
Q54518	AAC38717.1
Q54518	AAC38722.1
Q54518	AAC38727.1
Q54518	AAC38731.1
Q54518	AAC38736.1
Q54518	AAC38741.1
Q54518	AAD17985.1
Q8FNQ7	BAC18897.1
Q8FBP0	AAN83158.1
P0A4Y1	SIU00255.1
P19938	AAA22252.1
Q5PEH7	AAV78656.1
P9WPL1	CCP44544.1
Q92B90	CAC96891.1
Q69AA9	AAS77490.1
Q84CH1	AAO65491.1
Q6LM58	CAG21619.1
P45040	AAC22758.1
Q3K773	ABA76381.1
Q0W896	CAJ35397.1
P73410	BAA17450.1
B5Z3V4	ACI34934.1
A8G9X6	ABV39916.1
O69199	CAA11532.1
P39045	CAA46023.1
A6WU15	ABS10304.1
Q2SY06	ABC37282.1
Q5XAQ3	AAT87510.1
A7MWE9	ABU69768.1
B2TZI1	ACD07750.1
Q3YY96	AAZ89516.1
B1Z7C1	ACB80353.1
Q1LTP5	ABF14236.1
Q0T1I1	ABF04834.1
B6ELP2	CAQ78105.1
Q8CMX3	AAO05823.1
Q0ALV0	ABI66743.1
Q8G2W6	AAN29146.1
Q8G2W6	AEM17558.1
Q1QUF8	ABE59900.1
A1TDE9	ABM15199.1
A3N0Q9	ABN73995.1
Q3BPY6	CAJ25177.1
Q8KA24	AAM67658.1
A5IS02	ABQ48975.1
Q3SG32	AAZ98424.1
Q8CTU2	AAO03888.1
Q1I2V6	CAK18030.1
Q2NHL6	ABC56617.1
B1IP96	ACA76022.1
B5Z3C5	ACI38487.1
B8D9K4	ACL30775.1
P57497	BAB13120.1
Q0VQ05	CAL16743.1
B1M282	ACB24693.1
B7MYR0	CAR09227.1
B8D7V6	ACL30221.1
O27549	AAB85980.1
A6U7T3	ABR59713.1
Q6F3I7	BAD27580.1
B9EB26	BAH17437.1
A5CF77	CAM80978.1
A6TD42	ABR78513.1
C5D5A7	ACS23333.1
Q6GFM3	CAG40911.1
P0A505	SIT99530.1
Q0P8J8	CAL35525.1
A9NCE9	ABX77698.1
Q9PQ25	AAF30877.1
Q82KY4	BAC69939.1
Q5N4W6	BAD78653.1
A3NAW2	ABN83440.1
Q1C2X9	ABG15193.1
A2RCN4	CAM29607.1
C3P786	ACQ46224.1
Q7V8G6	CAE20559.1
Q63T00	CAH36173.1
Q9ZK38	AAD06684.1
O83288	AAC65251.1
A1S474	ABL99180.1
B7MNJ1	CAR06204.1
B1LGW7	ACB18768.1
C1CJS5	ACO22057.1
Q52894	AAC43669.1
Q52894	CAC45593.1
Q89ZF2	AAO79530.1
B1HTK8	ACA41212.1
B1IS35	ACA79283.1
Q3JYQ5	ABA45870.1
Q7MA71	CAE09580.1
B2TXG4	ACD09299.1
C3LIV3	ACP14669.1
Q03JC6	ABJ66696.1
B7UST8	CAS09585.1
B3CRZ3	BAG40250.1
Q2RRZ2	ABC23103.1
P59329	AAN80792.1
B2TZR7	ACD09228.1
Q87KD5	BAC61305.1
P59341	AAN45523.1
P59341	AAP18676.1
A3D7J1	ABN62704.1
Q5PD57	AAV76249.1
B2G590	BAG24622.1
Q8XZJ6	CAD15101.1
Q7MCQ2	BAC97360.1
B2JID9	ACC70533.1
A4J568	ABO50221.1
O30418	AAC46188.1
O30418	CAL97772.1
Q24SU9	BAE84893.1
A7HPQ7	ABS61890.1
Q4QLF6	AAX88141.1
C0ME45	CAW98974.1
A0AGY4	CAK20266.1
A5UDX5	ABQ98976.1
B8J8F1	ACL67237.1
P0A6J9	AAG54727.1
P0A6J9	BAB33854.1
Q5P6Z8	CAI06913.1
B1IAZ8	ACA37494.1
Q2N7F4	ABC64387.1
A7GKE0	ABS20598.1
Q1R260	ABE10554.1
Q8YY71	BAB72937.1
Q5ZXU2	AAU26728.1
Q5LI31	CAH06197.1
Q65S72	AAU38188.1
B8F3B8	ACL31820.1
Q9RSI9	AAF11683.1
Q7NEK2	BAC91818.1
Q928R9	CAC97690.1
P0DA61	BAC64339.1
B0UB90	ACA15471.1
A1K3U8	CAL93503.1
B0UT66	ACA32671.1
Q1JC88	ABF35820.1
Q2YB59	ABB74012.1
A3MUX9	ABO08446.1
P07862	AAA23672.1
P07862	AAA23815.1
P07862	CAA36869.1
P07862	CAA38869.1
P07862	AAC73203.1
P07862	BAB96660.1
B9DUK3	CAR42336.1
A1BH06	ABL65683.1
A4XNB3	ABP82829.1
B5Y8C8	ACI17873.1
P9WFE1	CCP45476.1
A3QD95	ABO23443.1
A0A0H3KB98	BAG42085.1
