scientific_name,temp,dif,taxid
Undibacterium pigrum,25.0,0.0,401470
Streptacidiphilus jiangxiensis,29.0,0.0,235985
Paenibacillus xanthanilyticus,28.0,0.0,1783531
Woeseia oceani,25.0,0.0,1548547
Flexivirga alba,28.0,0.0,702742
Fodinibius salinus,28.0,0.0,860790
Halobaculum magnesiiphilum,40.0,0.0,1017351
Propionicicella superfundia,30.0,0.0,348582
Trueperella bernardiae,37.0,0.0,59561
Fangia hongkongensis,28.0,0.0,270495
Kribbella shirazensis,28.0,0.0,1105143
Bacillus marinisedimentorum,32.0,0.0,1821260
Prevotella phocaeensis,37.0,0.0,1776388
Treponema saccharophilum,37.0,0.0,165
Halopteris gracilescens,10.0,0.0,588763
Micromonospora chalcea,28.0,0.0,1874
Rhodococcus tukisamuensis,29.0,0.0,168276
Bifidobacterium saguini,37.0,0.0,762210
Streptomyces malachitofuscus,28.0,0.0,67322
Thermocrinis minervae,75.0,0.0,381751
Paenisporosarcina quisquiliarum,26.0,0.0,365346
Legionella quateirensis,37.0,0.0,45072
Nocardioides hankookensis,28.0,0.0,443157
Streptococcus dysgalactiae,37.0,0.0,1334
Spirosoma swuense,28.0,0.0,1848194
Arthrobacter pityocampae,28.0,0.0,547334
Tropicimonas sediminicola,37.0,0.0,1031541
Nesterenkonia halophila,28.0,0.0,302044
Sphingopyxis macrogoltabida,31.16666666666667,1.1666666666666667,33050
Desulfothermobacter acidiphilus,55.0,0.0,1938353
Microvirga subterranea,40.0,0.0,186651
Sclerotium delphinii,26.0,0.0,180424
Dolichospermum ucrainicum,20.0,0.5,289438
Rhodovulum strictum,30.0,0.0,58314
Ectocarpus fasciculata,10.0,0.0,
Methanobacterium petrolearium,35.0,0.0,710190
Aquimarina celericrescens,24.0,0.0,1964542
Brevundimonas bullata,28.0,0.0,13160
Desulfobacterium oleovorans,28.0,0.0,
Chryseobacterium greenlandense,25.0,0.0,345663
Pseudomonas taetrolens,27.33333333333333,0.3333333333333333,47884
Spirosoma carri,26.0,0.0,1634991
Enterobacter muelleri,30.0,0.0,1646339
Amycolatopsis niigatensis,28.0,0.0,369932
Pavlova gyrans,20.0,0.0,44452
Francisella persica,34.0,0.0,954
Hyphomonas rosenbergii,28.0,0.0,81034
Nocardioides albertanoniae,28.0,0.0,1175486
Streptomyces lactacystinicus,28.0,0.0,1470455
Rhizosphaera kalkhoffii,25.0,0.0,57485
Agromyces cerinus cerinus,30.0,0.0,
Sphingobium quisquiliarum,28.0,0.0,538379
Naasia aerilata,24.0,0.0,1162966
Desmarestia herbacea,10.0,0.0,1205903
Ichthyenterobacterium magnum,28.0,0.0,1230530
Faecalicatena orotica,37.0,0.0,1544
Paracoccus bengalensis,28.0,0.0,
Methanosaeta concilii GP6,35.0,0.0,
Carboxylicivirga sediminis,28.0,0.0,2006564
Fusobacterium nucleatum subsp. nucleatum,37.0,0.0,76856
Methanothermobacter thermoflexus,55.0,0.0,49340
Bacillus salsus,25.0,0.0,930152
Litoreibacter albidus,25.0,0.0,670155
Brenneria salicis,25.5,0.16666666666666666,55214
Chryseobacterium carnipullorum,28.0,0.0,1124835
Glutamicibacter mysorens,29.0,0.0,257984
Mycobacterium talmoniae,34.0,0.0,1858794
Athelia rolfsii,26.0,0.8,39291
Halobellus clavatus,37.5,0.0,660517
Streptomyces axinellae,29.0,0.0,552788
Amphibacillus sediminis,30.0,0.0,360185
Sulfolobus metallicus,65.0,0.0,
Corynebacterium striatum,34.666666666666664,1.6427432218484832,43770
Comamonas thiooxydans,30.0,0.0,363952
Herbidospora sakaeratensis,28.0,0.0,564415
Acidipropionibacterium thoenii pb identification 16S,30.0,0.0,
Aliidiomarina soli,24.0,0.0,1928574
Auraticoccus monumenti,28.0,0.0,675864
Psychrobacter okhotskensis,20.0,0.0,212403
Gilvimarinus japonicus,22.0,0.0,1796469
Rutstroemia sp.,24.0,0.0,2011926
Halococcus thailandensis JCM 13552,37.0,0.0,1227457
Salmonella enterica subsp. salamae,33.5,0.875,59202
Goniomonas pacifica,20.0,0.0,195067
Marinococcus halophilus,33.5,0.0,1371
Flavobacterium tyrosinilyticum,18.0,0.0,1658740
Acidovorax radicis,30.0,0.0,758826
Hyphomonas oceanitis,30.0,0.0,81033
Syntrophus buswellii,35.0,1.9166666665,43774
Ornithinimicrobium humiphilum,32.5,0.0,125288
Halomonas salina,30.0,0.0,42565
Morganella morganii,30.0,0.25,582
Akashiwo sanguinea,20.0,0.0,143672
Tetradesmus dimorphus,20.0,0.0,119574
Mesosutterella multiformis,37.0,0.0,2259133
Mycobacterium fortuitum subsp. acetamidolyticum,37.0,0.0,
Frankia elaeagni,28.0,0.0,222534
Pseudophyllomitus vesiculosus,20.0,0.0,1978334
Paenibacillus liaoningensis,32.0,0.0,1473182
Cronobacter dublinensis subsp. dublinensis,37.0,0.0,413498
Staphylococcus aureus subsp. anaerobius,37.0,0.0,72759
Streptomyces hygroscopicus ossamyceticus,30.0,0.0,
Actinopolyspora salina,37.0,0.0,
Inhella fonticola,28.0,0.0,759929
Chroococcus sp.,23.0,0.0,
Desulfovibrio oxyclinae,30.0,0.0,63560
Lysobacter niastensis,29.0,0.0,380629
Micrococcus galatheae,37.0,0.0,
Leifsonia shinshuensis,29.0,0.3333333333333333,150026
Methanobrevibacter olleyae,37.0,0.0,294671
Mycobacterium doricum,37.0,0.0,
Puia dinghuensis,24.0,0.0,1792502
Sphingopyxis flava,28.0,0.0,1507287
Wenyingzhuangia heitensis,28.0,0.0,1487859
Chitinophaga rupis,30.0,0.0,573321
Halothiobacillus kellyi,37.0,0.0,109263
Phascolarctobacterium wakonense,37.0,0.0,2654621
Bradyrhizobium cytisi,25.0,0.0,515489
Corynebacterium hadale,37.0,0.0,2026255
Caldisphaera lagunensis DSM 15908,72.5,0.0,1056495
Agromyces hippuratus,29.33333333333333,0.0,286438
Citricoccus parietis,28.0,0.0,592307
Bacillus sphaericus  H2,0.0,0.0,
Sphaceloderma caespitula,4.0,0.0,
Phaeostrophion irregularis,10.0,0.0,
Bacillus iocasae,33.0,0.0,2291674
Nannochloris bacillaris,20.0,0.0,76111
Paenibacillus peoriae,30.0,0.0,59893
Neorhizobium huautlense,29.0,1.0,67774
Lactobacillus suebicus,33.5,0.0,152335
Halarchaeum acidiphilum,37.0,0.0,489138
Pseudomonas avellanae,25.0,0.0,46257
Leucobacter celer subsp. astrifaciens,28.0,0.0,1461260
Prevotella marshii,37.0,0.0,189722
Lentibacillus lacisalsi,30.0,0.0,284575
Panaeolus sphinctrinus,22.5,1.5,201082
Chorda kikonaiensis,10.0,0.0,2483379
Inmirania thermothiophila,52.0,0.0,1750597
Micromonospora humi,28.0,0.0,745366
Shigella boydii 11,30.0,0.0,
Anaerococcus nagyae,37.0,0.0,1755241
Halorubrum xinjiangense,37.0,0.0,261291
Actinopolyspora righensis,28.0,0.0,995060
Lentisphaera marina,20.0,0.0,1111041
Lewinella nigricans,28.0,0.0,70997
Algibacter amylolyticus,25.0,0.0,1608400
Pseudomonas chlororaphis subsp. aurantiaca,30.0,0.666666666666665,86192
Massilia sp.,28.5,0.8928571426428551,1882437
Schaalia cardiffensis,37.0,0.0,181487
Serinibacter salmoneus,28.0,0.0,556530
Lactobacillus furfuricola,30.0,0.0,1462575
Parafrigoribacterium mesophilum,28.0,0.0,433646
Acidiphilium acidophilum,28.0,0.0,76588
Pedobacter africanus,26.5,0.0,151894
Cytophaga hutchinsonii,30.0,0.0,985
Paenibacillus barengoltzii,32.0,1.095238095238097,343517
Psychrobacter proteolyticus,21.0,0.3333333333333333,147825
Acetobacter fabarum,28.0,0.0,483199
Yuhushiella deserti,28.0,0.0,587909
Lycoperdon pyriforme,25.0,1.666666667,5428
Cronobacter condimenti,37.0,0.0,1163710
Haemophilus piscium,25.0,0.0,
Starmera quercuum,25.0,0.0,53646
Legionella pneumophila pascullei,37.0,0.0,
Streptococcus gordonii,37.0,0.0,1302
Brachiomonas submarina,15.0,0.0,327064
Vorticella sp. ,20.0,0.0,
Eubacterium biforme,37.0,0.0,
Alicyclobacillus cycloheptanicus,45.0,0.0,1457
Novosphingobium sediminicola,28.0,0.0,563162
Nonomuraea roseoviolacea carminata,30.0,0.0,
Desulfonatronovibrio halophilus,30.0,0.0,682550
Nitratireductor aquibiodomus,28.0,0.0,204799
Blastococcus capsensis,28.0,0.0,1564163
Flavobacterium noncentrifugens,14.0,0.0,1128970
Aquicoccus porphyridii,30.0,0.0,1852029
Aequorivita sublithincola,11.666666666666664,0.0,101385
Paenibacillus humicus,28.66666666666667,2.733333333333333,412861
Burkholderia multivorans,31.66666666666667,0.3225806451612903,87883
Paenibacillus sophorae,30.0,0.0,1333845
Streptomyces seranimatus,28.0,0.0,408067
Dokdonella koreensis,28.0,0.0,323415
Methanolobus vulcani,37.0,0.0,38026
Actinomyces neuii subsp. anitratus,37.0,0.0,
Anabaenopsis,22.0,0.0,110103
Bacillus maroccanus,30.0,0.0,
Leptospira interrogans Evansi,29.0,0.333333333,
Dunaliella salina,20.0,0.0,3046
Photorhabdus luminescens hainanensis,30.0,0.0,
Galaxaura pacifica,15.0,0.0,242860
Halobacillus karajensis,37.5,0.0,195088
Microlunatus aurantiacus,28.0,0.0,446786
Amorphus suaedae,28.0,0.0,1327753
Hypoxylon mammatum,24.0,0.0,
Methylobacterium hispanicum,26.5,0.0,270350
Halodesulfovibrio spirochaetisodalis,32.0,0.0,1560234
Burkholderia alpina,25.0,0.0,
Frigidibacter albus,20.0,0.0,1465486
Actinotalea ferrariae,22.0,0.0,1386098
Methylobacterium isbiliense,28.0,0.0,315478
Apibacter adventoris,30.0,0.0,1679466
Rhodonellum ikkaensis,15.0,0.0,336829
Sphingomonas haloaromaticamans,30.0,0.0,653954
Legionella santicrucis,30.0,0.0,45074
Yersinia bercovieri,30.0,0.0,634
Mucilaginibacter lappiensis,16.0,0.0,354630
Planococcus maritimus,29.0,0.0,192421
Paenibacillus triticisoli,30.0,0.0,1155956
Inonotus cuticularis,22.0,0.0,
Azomonas agilis,26.0,0.0,116849
Corynebacterium spheniscorum,37.0,0.0,185761
Halanaerobium lacusrosei,37.0,0.0,42859
Planifilum composti,62.0,0.0,1108801
Archaeoglobus sulfaticallidus,75.0,0.0,1316941
Desulfitibacter alkalitolerans,37.0,0.0,264641
Plectonema boryanum,20.0,0.0,
Streptomyces reticuliscabiei,29.0,0.0,146821
Dolichospermum mucosum,20.0,0.0,264677
Planomicrobium alkanoclasticum,20.0,0.0,71171
Bacillus haynesii,38.0,0.0,1925021
Methermicoccus shengliensis,65.0,0.0,660064
Rhodosporidium sphaerocarpum,20.0,0.0,
Geminocarpus geminatus,10.0,0.0,1630622
Terrabacter carboxydivorans,28.0,0.0,619730
Actinomycetospora chlora,28.0,0.0,663608
Pseudorhodoferax aquiterrae,28.0,0.0,747304
Merotricha bacillata,20.0,0.0,658122
Bacillus thuringiensis  kyushuensis,0.0,0.0,
Racemicystis crocea,28.0,0.0,1707966
Staurosirella berolinensis,20.0,0.0,
Pseudoalteromonas issachenkonii,23.5,0.0,152297
Lactobacillus antri,37.0,0.0,227943
Pseudomonas yamanorum,30.0,0.0,515393
Celeribacter indicus,25.0,0.0,1208324
Streptomyces mordarskii,28.0,0.0,1226758
Gluconobacter thailandicus,30.0,0.0,257438
Mycobacterium branderi,37.0,0.0,43348
Malonomonas rubra,30.0,0.0,57040
Streptomyces rosealbus,28.0,0.0,225049
Lactococcus piscium,29.5,0.5,1364
Meyerozyma guilliermondii,25.0,0.0,4929
Prosthecochloris vibrioformis,25.0,0.0,1098
Photorhabdus luminescens subsp. luminescens,30.0,0.0,171439
Streptococcus pneumoniae 4,37.0,0.0,
Terrabacter ginsenosidimutans,28.0,0.0,490575
Nitratireductor lucknowense,25.0,0.0,943348
Gemmobacter lanyuensis,28.0,0.0,1054497
Streptomyces glaucescens,28.0,0.0,1907
Sphingomonas piscinae,28.0,0.0,1664572
Pontibacter litorisediminis,28.0,0.0,1846260
Trichococcus collinsii,28.0,0.0,157076
Clitocybe lignatilis,25.0,0.0,
Acidihalobacter aeolianus,35.0,0.0,
Pasteurella lymphangitidis,37.0,0.0,
Crucigenia lauterbornii,20.0,0.0,1211292
Thermoplasma volcanium,60.0,0.0,50339
Lactobacillus bombicola,37.0,0.0,1505723
Acidiphilium cryptum,29.5,2.875,524
Streptomyces durbertensis,28.0,0.0,2448886
Acinetobacter rudis,30.0,0.0,632955
Propionibacterium granulosum,37.0,0.0,
Halomonas indalinina,30.0,0.0,
Raineya orbicola,48.0,0.0,2016530
Mesomycoplasma lagogenitalium,37.0,0.0,
Auricoccus indicus,35.0,0.0,1849491
Aspergillus brasiliensis,30.0,0.0,319629
Leucobacter weissii,30.0,0.0,1983706
Mycoplasma tullyi,37.0,0.0,1612150
Rhodomonas salina,17.5,2.5,52970
Gangjinia marincola,25.0,0.0,578463
Chloromonas muramotoi,5.0,0.0,2496115
Deinococcus frigens,15.0,0.0,249403
Rhizobium smilacinae,30.0,0.0,1395944
Mucor hiemalis,20.0,1.333333333,64493
Photorhabdus temperata subsp. thracensis,30.0,0.0,
Legionella dumoffii,37.0,0.0,
Flavobacterium humicola,28.0,0.0,1778668
Beijerinckia doebereinerae,29.0,1.0,1403274
Olisthodiscus luteus,20.0,0.0,83000
Aquitalea denitrificans,28.0,0.0,519081
Bacillus soli,30.0,0.0,220688
Nonomuraea purpurea,25.0,0.0,1849276
Streptomyces albospinus,28.0,0.0,285515
Xenorhabdus ehlersii,27.5,0.0,290111
Capsulimonas corticalis,28.0,0.0,2219043
Microbacterium hydrocarbonoxydans,29.0,0.0,273678
Nonomuraea zeae,25.0,0.0,1642303
Odontella longicruris,15.0,0.0,555717
Thermococcus onnurineus NA1,80.0,0.0,523850
Gordonia aichiensis,31.66666666666667,0.0,36820
Amycolatopsis palatopharynghis,37.0,0.0,
Tolumonas osonensis,28.0,0.0,675874
Inonotus weirii,20.0,0.0,
Methanomassiliicoccus luminyensis,37.0,0.0,1080712
Glycomyces tenuis,28.0,0.0,58116
Microbacterium marinilacus,24.0,0.0,415209
Naemacyclus minor,22.0,0.0,
Streptomyces gougerotii,29.0,0.0,53448
Mycobacterium hassiacum,37.0,0.0,
Streptomyces zhihengii,28.0,0.0,1818004
Haloplanus vescus,40.0,0.0,555874
Escherichia coli O1: H6,30.0,0.0,
Pelagibacterium halotolerans,28.0,0.0,531813
Bacillus acanthi,30.0,0.0,2171554
Kribbella sancticallisti,28.0,0.0,460087
Yangia pacifica,30.0,0.0,311180
Fennellia nivea,24.0,0.0,
Streptomyces fuscichromogenes,25.0,0.0,1324013
Kluyvera sp.,30.0,0.0,1538228
Williamsia faeni,28.0,0.0,341202
Nocardia cavernae,20.0,0.0,2027872
Debaryomyces polymorphus,25.0,0.0,
Kushneria indalinina,28.0,0.0,184067
Streptomyces filipinensis,28.0,0.0,66887
Pyrophacus steinii,20.0,0.0,261842
Pseudomonas panacis,30.0,0.0,307251
Tatumella terrea,26.5,0.0,419007
Cystobacter minus,28.0,0.28571428600000004,
Labrys methylaminiphilus,28.0,0.0,298598
Roseomonas stagni,30.0,0.0,484882
Pseudofulvibacter marinus,18.0,0.0,1642820
Salmonella enterica enterica Marseille,30.0,0.0,
Lysobacter mobilis,28.0,0.0,1141882
Streptomyces coeruleorubidus,28.0,0.0,116188
Variibacter gotjawalensis,28.0,0.0,1333996
Paenibacillus translucens,28.0,0.0,2025489
Helcobacillus massiliensis,32.5,0.0,521392
Lewinella agarilytica,28.0,0.0,478744
Nocardiopsis akesuensis,38.0,0.0,1236269
Polaromonas kiwa,30.0,0.0,
Rhizobium petrolearium,30.0,0.0,515361
Mixta theicola,29.0,1.0,1458355
Proteus cibarius,24.0,0.0,626774
Myxosarcina burmensis,20.0,0.0,
Gracilibacillus marinus,28.0,0.0,630535
Propionispira raffinosivorans,28.0,0.0,86959
Desulfohalotomaculum halophilum,30.0,0.0,57172
Taylorella asinigenitalis,37.0,0.0,84590
Anoxybacillus tepidamans,55.0,0.0,265948
Thermococcus thioreducens,84.0,0.0,277988
Dietzia papillomatosis,28.0,0.0,282305
Scopulariopsis coprophila,20.0,0.0,1527156
Parasegetibacter luojiensis,27.0,0.0,550982
Thermovibrio ruber,80.0,0.0,171869
Halomonas shengliensis,28.0,0.0,419597
Dolichospermum planctonicum,20.0,0.28571428571428603,136072
Unknown acetogenic bacterium,39.0,0.0,
Legionella worsleiensis,37.0,0.0,45076
Brevibacterium senegalense,28.0,0.0,1033736
Kingella denitrificans,34.666666666666664,1.06060606060606,502
Streptomyces chartreusis,28.0,0.1,1969
Streptococcus pneumoniae 1,37.0,0.0,
Bacillus loiseleuriae,28.0,0.0,1679170
Frankia inefficax,28.0,0.0,298654
Legionella bozemanae,37.0,0.0,
Methylopila musalis,28.0,0.0,1134781
Microlunatus okinawensis,25.0,0.0,
Butyricimonas faecalis,37.0,0.0,2093856
Lactobacillus buchneri,37.0,0.5833333335,1581
Cytophaga xylanolytica,30.0,0.0,990
Actinomadura sputi,28.0,0.0,589159
Pseudoxanthomonas koreensis,32.0,0.0,266061
Flavobacterium branchiophilum,20.5,0.5,55197
Alexandrium tamiyavanichii,20.0,0.0,201731
Streptomyces lopnurensis,37.0,0.0,1495572
Helicobacter typhlonius,37.0,0.0,76936
Peptoniphilus lacrimalis,37.0,0.0,33031
Catellatospora methionotrophica,29.0,0.0,121620
Microscilla marina,22.0,0.0,1027
Ancylobacter oerskovii,30.0,0.0,459519
Schlegelella thermodepolymerans,48.0,2.0,215580
Halalkalicoccus jeotgali B3,35.5,0.0,795797
Streptomyces yokosukanensis,28.0,0.0,67386
Mucilaginibacter frigoritolerans,16.0,0.0,652788
Tenacibaculum sediminilitoris,20.0,0.0,1820334
Bacillus gibsonii,30.0,0.22222222211111103,79881
Microlunatus lucidus,25.0,0.0,
Actinomyces haliotis,37.0,0.0,1280843
Clostridium aurantibutyricum,37.0,0.0,1551
Blastocatella fastidiosa,26.5,0.0,1235480
Clostridium saccharobutylicum,35.0,0.0,169679
Flavobacterium tiangeerense,16.5,0.0,459471
Deinococcus altitudinis,15.0,0.0,468914
Limnohabitans parvus,24.5,0.0,540061
Pelagibaculum spongiae,20.0,0.0,2080658
Planotetraspora mira,28.0,0.0,58121
Prevotella jejuni,37.0,0.0,1177574
Salinispora tropica,28.0,0.0,168695
Chryseobacterium viscerum,22.0,0.0,1037377
Desulfobacter sp.,30.0,5.8333333335000015,2294
Metschnikowia reukaufii,25.0,0.0,27327
Flavobacterium fluvii,26.5,0.0,468056
Maribacter aestuarii,20.0,0.0,1130723
Weissella oryzae,30.0,0.0,1129792
Umezawaea endophytica,28.0,0.0,1654476
Flavobacterium collinsense,16.0,0.0,1535303
Peptoniphilus olsenii,37.0,0.0,411570
Shigella boydii 9,30.0,0.0,
Lactobacillus colini,35.0,0.0,1819254
Microlunatus antarcticus,20.0,0.0,
Haloferax mucosum,37.0,0.0,403181
Lactobacillus salivarius,37.0,0.0,1624
Nonomuraea dietziae,29.0,0.0,65515
Psychrobacter cibarius,30.0,0.0,282669
Rhodovulum tesquicola,30.0,0.0,540254
Leptospira interrogans Lai,29.0,0.0,
Neisseria meningitidis W135,37.0,0.0,
Streptomyces gamaensis,28.0,0.0,1763542
Oceanisphaera ostreae,30.0,0.0,914151
Undibacterium parvum,22.0,0.0,401471
Indibacter alkaliphilus,28.0,0.0,579922
Ambrosiella ferruginea,24.0,0.0,
Chryseobacterium tenax,20.0,0.0,191577
Williamwhitmania taraxaci,14.0,0.0,1640674
Methylophilus aquaticus,30.0,0.0,1971610
Paraburkholderia ginsengisoli,28.0,0.0,311231
Fusarium graminum,25.0,0.0,
Wolfiporia cocos,24.0,0.0,81056
Acetomicrobium flavidum,55.0,0.0,49896
Gambierdiscus australes,20.0,0.0,439317
Actinoplanes ramoplaninifer,32.0,0.0,457385
Sphingobium algicola,20.0,0.0,
Symbiomonas scintillans,20.0,0.0,106530
Cupriavidus plantarum,30.0,0.0,942865
Rhodotorula mucilaginosa,25.0,0.0,5537
Nereocystis luetkeana,10.0,0.0,117523
Candidimonas bauzanensis,28.0,0.0,658167
Brenneria quercina,25.0,0.0,
Auritidibacter sp.,37.0,0.0,1872663
Listeria grayi,32.5,0.6666666666666666,1641
Deferrisoma palaeochoriense,50.0,0.0,1573172
Shinella yambaruensis,28.0,0.0,415996
Xenorhabdus sp,25.0,0.0,
Acidovorax oryzae,25.0,0.0,862720
Actinoplanes tereljensis,28.0,0.0,571912
Pseudomonas cichorii,25.66666666666667,0.3333333333333333,36746
Notoacmeibacter marinus,26.0,0.0,1876515
Fusicatenibacter saccharivorans,37.0,0.0,1150298
Colletotrichum circinans,24.0,0.0,145973
Tessaracoccus bendigoensis,28.0,0.0,72764
Clitopilus prunulus,24.0,0.0,71936
Chryseobacterium kwangjuense,24.0,0.0,267125
Micromonospora costi,28.0,0.0,1530042
Gracilimonas halophila,31.0,0.0,1834464
Yoonia rosea,30.0,0.0,287098
Corynebacterium suicordis,37.0,0.0,203264
Bacillus iranensis,30.0,0.0,
Lactobacillus 'astramurium',37.0,0.0,
Pelagicola litoralis,28.0,0.0,420403
Methanosarcina lacustris,22.5,2.5,170861
Streptomyces matensis,28.0,0.0,67325
Streptosporangium kunmingense,28.0,0.0,
Methanosarcina acetivorans,37.0,0.0,2214
Rhodanobacter rhizosphaerae,28.0,0.0,624397
Neisseria zalophi,37.0,0.0,640030
Allorhizobium undicola,30.0,0.0,
Brevibacterium paucivorans,37.0,0.0,170994
Methanoculleus hydrogenitrophicus,37.0,0.0,648796
Phytoactinopolyspora alkaliphila,30.0,0.0,1783498
Leptospira uncertain Mujunkumi,29.0,0.0,
Agitococcus lubricus,28.0,0.0,1077255
Desulfonatronum buryatense,35.0,0.0,489971
Methylosarcina fibrata,30.0,0.0,105972
Mycoplasma mycoides,37.0,0.0,2102
Sulfurisphaera javensis,75.0,0.0,2049879
Lactobacillus hilgardii,33.5,0.5833333335,1588
Curtobacterium flaccumfaciens poinsettiae,25.0,0.0,
Erythrobacter gangjinensis,26.0,0.0,502682
Photobacterium lutimaris,28.0,0.0,388278
Parachlorella kessleri,20.0,0.0,3074
Brevitalea deliciosa,35.0,0.0,1603870
Paecilomyces variotii,24.0,2.5,
Chitinophaga sp.,30.0,0.0,1869181
Thermoanaerobacterium aotearoense,62.5,2.5,47490
Thermoanaerobacter sulfurigignens,65.0,0.0,120958
Wukongibacter baidiensis,28.0,0.0,1723361
Symbiobacterium turbinis,55.0,0.0,557450
Carnobacterium inhibens,29.0,1.0,147709
Marinoscillum luteum,28.0,0.0,861051
Xanthomonas axonopodis,28.0,2.0,53413
Stropharia squamosa,24.0,0.0,
Desulfovibrio brasiliensis,30.0,0.0,221711
Marinobacter pelagius,26.0,0.0,379482
Parapedobacter deserti,31.0,0.0,1912957
Saccharothrix ghardaiensis,28.0,0.0,1912211
Bacillus novalis,31.16666666666667,1.1666666666666667,220687
Sinomonas mesophila,28.0,0.0,1531955
Anoxybacillus mongoliensis,50.0,0.0,452565
Rheinheimera perlucida,22.5,0.0,368811
Leptospira interrogans Geyaweera,29.0,0.0,
Kocuria varians,30.83333333333333,1.5,1272
Nocardia jiangsuensis,24.0,0.0,1691563
Exiguobacterium acetylicum,30.0,0.06060606060606068,41170
Thalassobius gelatinovorus,25.5,0.0,53501
Shimia isoporae,25.0,0.0,647720
Catellatospora citrea citrea,30.0,0.0,
Scytosiphon lomentaria,10.0,0.0,27967
Enterococcus quebecensis,37.0,0.0,903983
Ilumatobacter nonamiensis,20.0,0.0,467093
Ahnfeltiopsis flabelliformis,15.0,0.0,38507
Thalassobacter stenotrophicus,25.0,0.0,266809
Natranaerovirga pectinivora,30.0,0.0,682400
Listeria ivanovii londoniensis,33.5,3.5,
Vibrio plantisponsor,28.0,0.0,664643
Roseomonas mucosa,29.33333333333333,1.7301587300476202,207340
Enterobacter hormaechei steigerwaltii,37.0,0.0,
Staphylococcus fleurettii,33.5,0.0,150056
Sedimenticola thiotaurini,28.0,0.0,1543721
Desulfosoma caldarium,55.0,0.0,610254
Carboxydocella ferrireducans,60.0,0.0,
Moheibacter stercoris,26.0,0.0,1628251
Methanobrevibacter thaueri,37.0,0.0,190975
Paenibacillus taihuensis,30.0,0.0,1156355
Streptomyces spectabilis,28.0,0.0,68270
Halolamina salina,35.0,0.0,1220023
Alcanivorax balearicus,29.0,0.0,413232
Desulfovibrio indonesiensis,37.0,0.0,54767
Trebouxia arboricola,20.0,0.0,53268
Euglena viridis,20.0,0.0,3040
Methanomicrobium mobile,37.0,0.0,2205
Hymenobacter frigidus,12.0,0.0,1524095
Chryseobacterium vietnamense,21.0,0.0,866785
Magnetospirillum sp.,30.0,0.0,31872
Salinisphaera japonica,17.0,0.0,1304270
Rheinheimera aquimaris,37.0,0.0,412437
Micractinium bornhemiensis,20.0,0.0,
Kaistia terrae,28.0,0.0,537017
Pachydictyon coriaceum,10.0,0.0,
Chryseobacterium tructae,30.0,0.0,1037380
Bacillus herbersteinensis,30.0,0.0,283816
