level1	level2	level3	function	ERR599063	ERR599115	ERR599105	ERR3589586	ERR599052	ERR598981	ERR599048	ERR3589593	ERR598964	ERR599020	ERR599125	ERR598963	ERR598989	ERR599076	ERR599176
Cellular Processes	Transport and catabolism	04146 Peroxisome [PATH:ko04146]	"ACOX2; 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase [EC:1.17.99.3]"	0	0	4	0	0	0	0	1	0	2	1	8	0	0	0
Metabolism	Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:ko00740]	ACP1; low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.2 3.1.3.48]	40	5	14	0	3	0	6	3	4	4	2	5	35	0	6
Human Diseases	Immune diseases	05323 Rheumatoid arthritis [PATH:ko05323]	ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]	0	1	2	0	4	7	7	5	2	8	0	18	3	0	0
Metabolism	Metabolism of cofactors and vitamins	00740 Riboflavin metabolism [PATH:ko00740]	ACP6; lysophosphatidic acid phosphatase type 6 [EC:3.1.3.2]	0	0	0	0	0	0	1	0	0	1	8	1	0	0	0
Metabolism	Amino acid metabolism	00270 Cysteine and methionine metabolism [PATH:ko00270]	ACS; 1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14]	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0
Cellular Processes	Transport and catabolism	04146 Peroxisome [PATH:ko04146]	"ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"	6557	6089	5085	0	6320	7636	6469	5523	6376	6306	5519	5675	6140	1	8564
Metabolism	Carbohydrate metabolism	00650 Butanoate metabolism [PATH:ko00650]	ACSM; medium-chain acyl-CoA synthetase [EC:6.2.1.2]	25	97	25	0	52	88	61	59	151	58	81	41	22	0	0
Metabolism	Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	"ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]"	22066	15852	12294	67	20348	17271	14358	15276	17642	17472	12642	17685	21786	61	20723
Organismal Systems	Circulatory system	04270 Vascular smooth muscle contraction [PATH:ko04270]	"ACTA2; actin, aortic smooth muscle"	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0
Cellular Processes	Cell communication	04510 Focal adhesion [PATH:ko04510]	ACTB_G1; actin beta/gamma 1	12	28	55	0	30	4	25	44	24	37	28	66	21	0	50
Human Diseases	Cardiovascular diseases	05410 Hypertrophic cardiomyopathy (HCM) [PATH:ko05410]	"ACTC1; actin, alpha cardiac muscle"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cellular Processes	Cell communication	04510 Focal adhesion [PATH:ko04510]	ACTN; actinin alpha	0	1	0	0	0	0	0	0	0	3	2	4	0	0	1
Human Diseases	Infectious diseases	05146 Amoebiasis [PATH:ko05146]	ACTNL; actinin-like protein	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0
Environmental Information Processing	Signaling molecules and interaction	04060 Cytokine-cytokine receptor interaction [PATH:ko04060]	ACVR1B; activin receptor type-1B [EC:2.7.11.30]	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	Infectious diseases	05120 Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	ADAM10; disintegrin and metalloproteinase domain-containing protein 10 [EC:3.4.24.81]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Environmental Information Processing	Signal transduction	04330 Notch signaling pathway [PATH:ko04330]	"ADAM17, TACE; disintegrin and metalloproteinase domain-containing protein 17 [EC:3.4.24.86]"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Human Diseases	Infectious diseases	05162 Measles [PATH:ko05162]	"ADAR, ADAR1; double-stranded RNA-specific adenosine deaminase [EC:3.5.4.-]"	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	ADCY10; adenylate cyclase 10 [EC:4.6.1.1]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cellular Processes	Cell communication	04540 Gap junction [PATH:ko04540]	ADCY1; adenylate cyclase 1 [EC:4.6.1.1]	1	1	0	0	1	0	2	0	0	0	1	4	0	0	1
Cellular Processes	Cell communication	04540 Gap junction [PATH:ko04540]	ADCY3; adenylate cyclase 3 [EC:4.6.1.1]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cellular Processes	Cell communication	04540 Gap junction [PATH:ko04540]	ADCY4; adenylate cyclase 4 [EC:4.6.1.1]	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Cellular Processes	Cell communication	04540 Gap junction [PATH:ko04540]	ADCY5; adenylate cyclase 5 [EC:4.6.1.1]	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Cellular Processes	Cell communication	04540 Gap junction [PATH:ko04540]	ADCY6; adenylate cyclase 6 [EC:4.6.1.1]	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0
Cellular Processes	Cell communication	04540 Gap junction [PATH:ko04540]	ADCY7; adenylate cyclase 7 [EC:4.6.1.1]	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0
Cellular Processes	Cell communication	04540 Gap junction [PATH:ko04540]	ADCY8; adenylate cyclase 8 [EC:4.6.1.1]	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Cellular Processes	Cell communication	04540 Gap junction [PATH:ko04540]	ADCY9; adenylate cyclase 9 [EC:4.6.1.1]	1	1	3	0	0	2	0	1	1	1	6	2	0	0	0
Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	ADE2; phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21]	37	16	37	0	53	37	32	34	44	51	33	120	54	0	54
Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	ADE5; phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 6.3.3.1]	123	110	56	6	150	113	108	103	104	126	107	124	136	0	141
Human Diseases	Cancers	05204 Chemical carcinogenesis [PATH:ko05204]	ADH1_7; alcohol dehydrogenase 1/7 [EC:1.1.1.1]	4	3	1	0	4	3	9	0	4	3	1	2	5	0	0
Human Diseases	Cancers	05204 Chemical carcinogenesis [PATH:ko05204]	ADH4; alcohol dehydrogenase 4 [EC:1.1.1.1]	1	1	1	0	0	3	1	0	2	0	1	2	0	0	0
Human Diseases	Cancers	05204 Chemical carcinogenesis [PATH:ko05204]	ADH6; alcohol dehydrogenase 6 [EC:1.1.1.1]	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0
Organismal Systems	Endocrine system	04920 Adipocytokine signaling pathway [PATH:ko04920]	ADIPOR; adiponectin receptor	0	0	1	0	0	0	0	0	1	1	0	3	1	0	0
Metabolism	Metabolism of other amino acids	00430 Taurine and hypotaurine metabolism [PATH:ko00430]	ADO; cysteamine dioxygenase [EC:1.13.11.19]	0	0	4	0	0	0	1	0	0	0	1	1	0	0	4
Environmental Information Processing	Signal transduction	04020 Calcium signaling pathway [PATH:ko04020]	ADORA2A; adenosine receptor A2a	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0
Metabolism	Lipid metabolism	00564 Glycerophospholipid metabolism [PATH:ko00564]	ADPRM; manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [EC:3.6.1.13 3.6.1.16 3.6.1.53]	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
Cellular Processes	Transport and catabolism	04144 Endocytosis [PATH:ko04144]	"ADRBK, GRK; beta-adrenergic-receptor kinase [EC:2.7.11.15]"	0	0	2	0	0	0	2	1	0	0	0	6	0	0	4
Cellular Processes	Cell communication	04520 Adherens junction [PATH:ko04520]	"AF6, MLLT4; afadin"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	Amino acid metabolism	00380 Tryptophan metabolism [PATH:ko00380]	AFMID; arylformamidase [EC:3.5.1.9]	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Cellular Processes	Transport and catabolism	04144 Endocytosis [PATH:ko04144]	"AGAP1_2_3; Arf-GAP, GTPase, ANK repeat and PH domain-containing protein 1/2/3"	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0
Metabolism	Carbohydrate metabolism	00500 Starch and sucrose metabolism [PATH:ko00500]	AGL; glycogen debranching enzyme [EC:2.4.1.25 3.2.1.33]	0	0	2	0	1	0	6	1	3	0	4	0	0	1	1
Metabolism	Lipid metabolism	00561 Glycerolipid metabolism [PATH:ko00561]	AGPAT3_4; lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Environmental Information Processing	Signaling molecules and interaction	04512 ECM-receptor interaction [PATH:ko04512]	AGRN; agrin	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Metabolism	Amino acid metabolism	"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"	AGXT2; alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase [EC:2.6.1.44 2.6.1.40]	115	197	51	0	67	360	98	155	196	202	180	151	96	0	76
Cellular Processes	Transport and catabolism	04146 Peroxisome [PATH:ko04146]	AGXT; alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	3662	1920	2452	0	3331	2083	2448	2182	1885	1938	2190	1392	3062	8	2084
Environmental Information Processing	Signal transduction	04075 Plant hormone signal transduction [PATH:ko04075]	AHK2_3_4; arabidopsis histidine kinase 2/3/4 (cytokinin receptor) [EC:2.7.13.3]	0	2	3	0	1	2	11	2	3	0	4	0	0	0	0
Genetic Information Processing	"Folding, sorting and degradation"	04122 Sulfur relay system [PATH:ko04122]	AHP1; alkyl hydroperoxide reductase 1 [EC:1.11.1.15]	30	9	14	0	36	12	10	6	15	13	13	15	20	0	7
Cellular Processes	Cell communication	04530 Tight junction [PATH:ko04530]	AIP1; atrophin-1 interacting protein 1	0	0	0	0	0	0	10	0	0	0	16	0	0	0	0
Cellular Processes	Transport and catabolism	04144 Endocytosis [PATH:ko04144]	"AIP4, ITCH; atrophin-1 interacting protein 4 [EC:6.3.2.19]"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cellular Processes	Transport and catabolism	04144 Endocytosis [PATH:ko04144]	"AIP5, WWP1; atrophin-1 interacting protein 5 (WW domain containing E3 ubiquitin protein ligase 1) [EC:6.3.2.19]"	1	0	0	0	0	0	0	0	0	2	2	0	2	0	2
Genetic Information Processing	"Folding, sorting and degradation"	03018 RNA degradation [PATH:ko03018]	AIR1_2; protein AIR1/2	1	1	1	0	0	0	1	2	0	1	1	1	1	0	2
Genetic Information Processing	"Folding, sorting and degradation"	04120 Ubiquitin mediated proteolysis [PATH:ko04120]	AIRE; autoimmune regulator	1	0	0	0	1	0	0	3	0	0	0	0	0	0	4
Metabolism	Lipid metabolism	00120 Primary bile acid biosynthesis [PATH:ko00120]	AKR1D1; 3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellular Processes	Cell communication	04510 Focal adhesion [PATH:ko04510]	AKT; RAC serine/threonine-protein kinase [EC:2.7.11.1]	3	3	28	0	6	0	4	11	2	6	4	21	11	0	14
Metabolism	Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	"ALDH18A1, P5CS; delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41]"	15	34	34	0	26	27	27	32	38	32	38	51	17	0	2
Metabolism	Amino acid metabolism	"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"	ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]	31	54	42	0	27	91	40	36	48	46	51	45	69	0	8
Metabolism	Amino acid metabolism	"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]"	ALDH9A1; aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]	3	24	2	0	11	27	11	28	14	7	30	3	4	0	70
Metabolism	Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis [PATH:ko00010]	"ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	5269	4926	4958	25	4566	4170	4987	3721	4897	4644	3363	4157	5043	90	4093
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	"ALG10; alpha-1,2-glucosyltransferase [EC:2.4.1.256]"	0	3	0	0	0	0	0	0	2	0	1	2	1	0	0
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	"ALG11; alpha-1,2-mannosyltransferase [EC:2.4.1.-]"	6	2	2	0	8	0	0	0	2	4	5	28	8	0	8
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	"ALG12; alpha-1,6-mannosyltransferase [EC:2.4.1.260]"	4	2	7	0	5	0	6	5	0	0	1	14	0	0	3
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	"ALG13; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]"	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	"ALG14; beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141]"	0	0	2	0	0	0	0	3	0	0	2	5	4	0	8
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	"ALG1; beta-1,4-mannosyltransferase [EC:2.4.1.142]"	1	0	11	0	3	0	5	3	8	6	0	11	11	0	6
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	"ALG2; alpha-1,3/alpha-1,6-mannosyltransferase [EC:2.4.1.132 2.4.1.257]"	0	0	13	0	5	0	3	3	5	5	4	15	6	0	6
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	"ALG3; alpha-1,3-mannosyltransferase [EC:2.4.1.258]"	2	0	4	0	1	0	9	4	0	3	2	35	3	0	1
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	ALG5; dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]	1	9	25	0	9	6	13	15	7	15	24	10	4	0	26
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	"ALG6; alpha-1,3-glucosyltransferase [EC:2.4.1.267]"	4	5	12	0	9	0	9	4	4	8	0	10	3	0	6
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15]	0	396	6	0	13	105	124	521	379	221	177	147	15	0	12
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	"ALG8; alpha-1,3-glucosyltransferase [EC:2.4.1.265]"	0	2	11	0	4	1	3	6	2	11	4	13	5	0	9
Metabolism	Glycan biosynthesis and metabolism	00510 N-Glycan biosynthesis [PATH:ko00510]	"ALG9; alpha-1,2-mannosyltransferase [EC:2.4.1.259 2.4.1.261]"	3	2	4	0	2	0	2	5	2	7	2	23	9	0	6
Metabolism	Lipid metabolism	00590 Arachidonic acid metabolism [PATH:ko00590]	ALOX15; arachidonate 15-lipoxygenase [EC:1.13.11.33]	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
Human Diseases	Neurodegenerative diseases	05014 Amyotrophic lateral sclerosis (ALS) [PATH:ko05014]	ALS2; amyotrophic lateral sclerosis 2 protein	0	5	1	0	1	1	4	1	4	2	4	1	0	0	0
Genetic Information Processing	"Folding, sorting and degradation"	04141 Protein processing in endoplasmic reticulum [PATH:ko04141]	"AMFR, GP78; autocrine motility factor receptor [EC:6.3.2.19]"	0	0	3	0	0	0	0	0	0	0	2	0	1	0	2
Metabolism	Glycan biosynthesis and metabolism	00513 Various types of N-glycan biosynthesis [PATH:ko00513]	ANP1; mannan polymerase II complex ANP1 subunit [EC:2.4.1.-]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Metabolism	Metabolism of other amino acids	00480 Glutathione metabolism [PATH:ko00480]	ANPEP; aminopeptidase N [EC:3.4.11.2]	15	190	17	0	20	64	79	102	197	67	84	50	28	0	7
Metabolism	Nucleotide metabolism	00230 Purine metabolism [PATH:ko00230]	"ANPRA, NPR1; atrial natriuretic peptide receptor A [EC:4.6.1.2]"	1	3	10	0	0	0	2	1	2	5	26	1	12	0	1
Human Diseases	Neurodegenerative Diseases	05016 Huntington's disease [PATH:ko05016]	ANT; solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator)	22	56	53	0	48	36	44	46	32	38	60	100	51	0	50
Metabolism	Amino acid metabolism	"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]"	AOX; aldehyde oxidase [EC:1.2.3.1]	1	3	5	0	2	4	3	1	0	5	0	4	3	0	0
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	AP1B1; AP-1 complex subunit beta-1	14	0	54	0	35	1	29	25	6	19	10	117	28	0	26
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	AP1G1; AP-1 complex subunit gamma-1	3	7	26	0	24	0	18	12	5	12	3	73	21	0	21
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	AP1M; AP-1 complex subunit mu	25	6	41	0	25	0	27	23	13	30	7	91	34	0	56
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	AP1S1_2; AP-1 complex subunit sigma 1/2	3	2	5	0	8	1	6	4	0	2	1	22	4	0	5
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	AP1S3; AP-1 complex subunit sigma-3	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0
Cellular Processes	Transport and catabolism	04144 Endocytosis [PATH:ko04144]	AP2A; AP-2 complex subunit alpha	8	4	8	0	3	3	5	2	6	6	1	77	2	0	9
Cellular Processes	Transport and catabolism	04144 Endocytosis [PATH:ko04144]	AP2B1; AP-2 complex subunit beta-1	0	0	7	0	0	0	0	1	0	4	0	5	0	0	1
Cellular Processes	Transport and catabolism	04144 Endocytosis [PATH:ko04144]	AP2M1; AP-2 complex subunit mu-1	0	2	18	0	6	0	5	8	0	5	3	57	4	0	14
Cellular Processes	Transport and catabolism	04144 Endocytosis [PATH:ko04144]	AP2S1; AP-2 complex subunit sigma-1	4	1	7	0	0	0	7	5	5	4	0	20	7	0	3
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	AP3B; AP-3 complex subunit beta	1	5	28	1	10	0	17	10	5	9	13	90	13	2	10
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	AP3D1; AP-3 complex subunit delta-1	3	3	10	0	7	0	5	5	1	11	2	83	8	0	8
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	AP3M; AP-3 complex subunit mu	5	1	3	0	6	0	5	4	0	5	0	46	0	0	4
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	AP3S; AP-3 complex subunit sigma	7	0	16	0	11	0	1	2	2	6	5	24	16	0	8
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	AP4B1; AP-4 complex subunit beta-1	0	0	3	0	1	0	0	0	0	1	0	2	2	0	0
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	AP4E1; AP-4 complex subunit epsilon-1	13	6	34	0	19	5	32	6	2	9	13	114	21	0	25
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	AP4M1; AP-4 complex subunit mu-1	5	1	20	0	1	0	15	5	0	15	3	32	16	0	3
Cellular Processes	Transport and catabolism	04142 Lysosome [PATH:ko04142]	AP4S1; AP-4 complex subunit sigma-1	6	0	6	0	9	0	4	2	8	7	3	33	9	0	14
Cellular Processes	Cell growth and death	04115 p53 signaling pathway [PATH:ko04115]	APAF1; apoptotic protease-activating factor	0	0	0	0	1	0	0	1	0	0	3	0	0	0	5
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	"APC10, DOC1; anaphase-promoting complex subunit 10"	2	0	3	0	3	0	0	8	0	3	2	30	5	0	20
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	APC11; anaphase-promoting complex subunit 11	0	1	3	0	3	0	0	0	0	3	0	14	7	0	1
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	APC1; anaphase-promoting complex subunit 1	4	4	7	0	0	0	1	10	6	3	2	31	3	0	12
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	APC2; anaphase-promoting complex subunit 2	0	1	3	0	5	0	4	1	1	0	3	38	1	0	3
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	"APC3, CDC27; anaphase-promoting complex subunit 3"	6	0	11	0	15	0	4	0	6	8	7	44	4	0	9
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	APC4; anaphase-promoting complex subunit 4	0	0	1	0	0	0	1	0	0	1	0	1	2	0	1
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	APC5; anaphase-promoting complex subunit 5	0	2	3	0	1	0	3	2	1	0	22	4	1	0	5
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	"APC6, CDC16; anaphase-promoting complex subunit 6"	6	0	2	0	7	0	1	4	1	0	4	19	1	0	14
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	APC7; anaphase-promoting complex subunit 7	0	0	0	0	0	0	1	0	0	0	0	16	1	0	0
Cellular Processes	Cell growth and death	04110 Cell cycle [PATH:ko04110]	"APC8, CDC23; anaphase-promoting complex subunit 8"	3	5	18	1	17	0	6	5	5	12	1	68	22	0	6
Cellular Processes	Cell motility	04810 Regulation of actin cytoskeleton [PATH:ko04810]	APC; adenomatosis polyposis coli protein	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Genetic Information Processing	Replication and repair	03410 Base excision repair [PATH:ko03410]	APEX1; AP endonuclease 1 [EC:4.2.99.18]	24	84	14	0	22	50	37	18	60	48	44	17	34	0	10
Genetic Information Processing	Replication and repair	03410 Base excision repair [PATH:ko03410]	APEX2; AP endonuclease 2 [EC:4.2.99.18]	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
Cellular Processes	Cell communication	04530 Tight junction [PATH:ko04530]	APKC; atypical protein kinase C [EC:2.7.11.13]	0	0	3	0	1	0	1	0	0	4	1	4	4	0	0
Organismal Systems	Digestive system	04975 Fat digestion and absorption [PATH:ko04975]	APOA4; apolipoprotein A-IV	5	3	19	0	6	7	6	7	2	6	5	5	8	0	8
Human Diseases	Neurodegenerative diseases	05010 Alzheimer's disease [PATH:ko05010]	APP; amyloid beta A4 protein	7	15	118	0	27	17	60	35	15	26	131	39	51	0	26
